task_id,project_id,assignee_id,description,priority,status,due_date
T02951,P8193,E04767,Cover media teach campaign time focus.,High,Blocked,2025-01-31
T02952,P7203,E00698,Ready thus part world fire.,Medium,Open,2025-09-13
T02953,P2510,E09727,City seem situation few.,Medium,Blocked,2025-09-01
T02954,P0862,E01959,Candidate quickly magazine him pass like.,Medium,In Progress,2025-05-01
T02955,P9405,E04293,Kid suggest Congress cold.,Low,Open,2025-07-24
T02956,P8848,E05970,Where thank continue full hospital whole.,Medium,Blocked,2024-10-31
T02957,P4406,E03037,Play budget window without month radio you near.,Medium,Open,2025-03-14
T02958,P8113,E05336,Beautiful military trip add music.,Low,Blocked,2025-05-08
T02959,P7524,E07209,Low cause consumer American against open.,Low,Blocked,2025-06-24
T02960,P5669,E06925,School example before show history then hot head.,Low,In Progress,2025-05-25
T02961,P1913,E00456,Positive six together.,Low,Blocked,2025-04-18
T02962,P8893,E09299,Impact score cell state.,High,In Progress,2025-07-16
T02963,P1512,E07991,Issue then it sort them manager your.,Medium,Completed,2025-09-22
T02964,P2533,E03045,Her stage answer anything.,Low,Open,2025-09-16
T02965,P6111,E08266,Guy policy sit quality degree.,High,Open,2025-07-17
T02966,P1667,E00313,Base their adult each far issue direction.,High,Blocked,2025-02-28
T02967,P1931,E04559,Parent pull catch nice together available.,Low,Blocked,2025-04-16
T02968,P2273,E01190,Just film chair explain officer before.,Medium,In Progress,2025-01-04
T02969,P8376,E07418,Vote side keep huge test suggest must.,Medium,Open,2024-12-22
T02970,P9705,E02429,Under positive teach value real discuss.,High,In Progress,2025-05-01
T02971,P6865,E03176,Avoid her top right bed important.,Medium,Blocked,2024-11-22
T02972,P0398,E05423,Account seem someone tough north machine.,High,Blocked,2025-04-19
T02973,P7883,E06537,Himself us culture camera meeting teacher yourself reach.,Low,Blocked,2025-03-12
T02974,P1846,E08685,Personal others including land.,Low,Blocked,2025-03-30
T02975,P5859,E04753,Individual machine low back.,High,Completed,2025-08-24
T02976,P8696,E04613,Huge interest future cultural radio strategy.,Medium,In Progress,2025-03-13
T02977,P2070,E00179,Fight whom meeting law.,High,Blocked,2024-12-01
T02978,P3782,E05445,Speech decade little evening pass bar control.,High,In Progress,2025-04-01
T02979,P8324,E04530,These moment on represent nor cover road.,High,Open,2024-11-29
T02980,P5735,E07938,Form democratic knowledge father control alone glass modern.,High,Completed,2025-03-03
T02981,P4377,E08476,Notice gas book check class term raise.,Low,Open,2025-08-16
T02982,P8732,E03020,Perhaps discover detail cover.,High,In Progress,2025-01-19
T02983,P7143,E00338,Accept safe may upon century.,High,Blocked,2024-12-04
T02984,P0832,E08670,How strategy economic.,High,In Progress,2025-05-23
T02985,P2129,E00601,Talk or treatment read.,Medium,Completed,2025-07-11
T02986,P3483,E01001,Begin six one Democrat.,Low,In Progress,2025-06-30
T02987,P1238,E03002,Strong run pay part.,Low,In Progress,2025-04-09
T02988,P8839,E03949,Direction then bag follow peace seat.,Medium,In Progress,2025-02-23
T02989,P8256,E07408,Work issue so education.,Low,Open,2025-08-08
T02990,P4342,E07074,What total similar available type edge.,High,Completed,2025-08-27
T02991,P2512,E07699,Probably those recently pattern memory while may.,Medium,Blocked,2024-11-22
T02992,P2763,E02110,Conference region serious painting deep explain.,High,Blocked,2024-11-09
T02993,P3247,E07323,Operation box admit TV heavy.,Medium,Completed,2024-10-26
T02994,P6501,E08656,Product national herself move even.,Low,In Progress,2025-07-11
T02995,P6999,E01098,Maintain democratic probably kid huge during.,Low,Blocked,2025-06-11
T02996,P2582,E03657,Throw their dinner value film station.,Medium,Completed,2025-02-18
T02997,P9311,E05597,Career community method from possible across expert.,High,Blocked,2024-11-08
T02998,P0728,E07717,Pressure act and gun available less expect.,Medium,Blocked,2024-10-24
T02999,P1023,E07187,Couple whose these class.,Medium,Completed,2024-10-24
T03000,P3468,E08223,Court worker growth clearly.,Low,Blocked,2025-03-18
T03001,P9290,E08641,Old media financial area glass position course.,High,Blocked,2025-05-07
T03002,P6386,E08643,Teach six too mind rather free dream.,Medium,In Progress,2025-08-20
T03003,P5016,E08531,Chair series friend young.,Low,Completed,2025-02-02
T03004,P5785,E08872,Shoulder perhaps site inside into.,Medium,Blocked,2025-08-31
T03005,P6914,E06091,Respond community word how Democrat purpose set.,High,Completed,2024-10-24
T03006,P8727,E00855,Man control relate around behind.,Medium,Open,2025-08-25
T03007,P6368,E04669,Later develop key describe.,High,In Progress,2025-02-21
T03008,P1482,E00249,Especially magazine affect full.,Low,In Progress,2025-08-29
T03009,P9888,E09996,Group name blood blue art worker.,Low,In Progress,2025-01-10
T03010,P1977,E04249,Box heart young.,Medium,Completed,2025-07-05
T03011,P8674,E05972,Likely gas lawyer himself face.,Medium,Open,2025-01-05
T03012,P0117,E03896,Challenge city whole mean small suffer space.,High,Open,2024-12-08
T03013,P7804,E01525,Music moment friend while garden third three.,Low,Completed,2025-04-19
T03014,P9137,E05765,Front almost him attorney.,Low,Completed,2025-08-11
T03015,P8532,E05092,Drive money player whose score teach pretty.,Medium,In Progress,2025-02-27
T03016,P9884,E04375,Above few clearly from many notice think.,High,Completed,2024-10-14
T03017,P6458,E06846,Site share cost although coach.,High,Blocked,2025-05-30
T03018,P9847,E06147,Couple miss relationship shake second.,High,Completed,2025-08-21
T03019,P4011,E08881,Onto task trip.,Low,Blocked,2024-10-05
T03020,P5085,E01767,Including boy camera young eight about some.,High,In Progress,2025-03-13
T03021,P5249,E08845,Follow voice firm career hotel.,Medium,Open,2025-06-06
T03022,P9104,E01209,You strong position with off feeling hard north.,Low,Open,2024-12-04
T03023,P0196,E08407,Present successful drug toward couple physical sometimes.,Medium,Completed,2025-06-01
T03024,P1844,E08767,Hundred behavior least discussion we.,Medium,Open,2025-01-03
T03025,P8391,E08589,Guess star rate write close party.,Medium,Open,2025-01-13
T03026,P2015,E08459,Country factor open among unit.,Low,Completed,2025-07-04
T03027,P5369,E05664,Change stop kitchen.,Medium,Open,2025-02-26
T03028,P2731,E00718,Administration market total up world customer.,Low,In Progress,2024-12-15
T03029,P3387,E00113,Any fast everybody show author ability consider.,Low,Blocked,2025-01-03
T03030,P0541,E00908,Baby last course share same will.,Low,Completed,2025-09-14
T03031,P8207,E02762,Play operation child day beyond.,High,Open,2025-08-15
T03032,P7948,E03171,Purpose security surface surface me.,High,Blocked,2025-07-05
T03033,P0444,E06035,See TV us although such style.,Low,Blocked,2024-10-01
T03034,P8781,E04245,Popular beautiful forget.,Medium,Blocked,2024-12-29
T03035,P4279,E01783,Performance be picture.,Low,Completed,2025-02-02
T03036,P4263,E09724,Religious happen participant carry able three into.,Low,Open,2024-12-10
T03037,P0006,E03465,Perform management only somebody.,High,Open,2025-05-17
T03038,P1976,E08493,City range read eye.,Low,Open,2025-06-25
T03039,P0906,E06927,Data position though value speech even.,High,Open,2025-07-17
T03040,P1708,E00260,Player letter challenge.,Medium,In Progress,2025-06-01
T03041,P1221,E07136,East about term up community.,Low,Blocked,2025-08-06
T03042,P9350,E03734,Group financial lead star.,Low,Blocked,2025-03-11
T03043,P1994,E03888,Admit nor according find soon sure open.,Low,Completed,2025-09-16
T03044,P9069,E00060,Provide understand take quickly college though action.,Low,In Progress,2025-01-18
T03045,P4452,E01754,Figure feel song quickly wind protect.,Medium,Completed,2025-04-28
T03046,P2936,E02424,Week call news.,Medium,Completed,2024-11-01
T03047,P1713,E06184,Those executive start let police beat student.,Low,Blocked,2024-10-08
T03048,P3910,E07556,Baby east across beat keep few.,Low,Blocked,2025-06-22
T03049,P0073,E04425,Activity imagine then single culture.,High,In Progress,2025-02-06
T03050,P7109,E09936,Actually assume husband thought.,Low,Open,2025-06-22
T03051,P3736,E09228,Yeah billion president she a.,Medium,Blocked,2025-05-30
T03052,P3576,E00897,Inside foreign all determine former.,Low,Blocked,2025-07-03
T03053,P5426,E05234,From trial reason coach tonight war live.,Medium,In Progress,2025-02-13
T03054,P6671,E06872,Office single company state.,Low,Blocked,2025-08-26
T03055,P2533,E08373,Boy movie hot gas family they here.,Medium,Open,2025-06-28
T03056,P4840,E05218,Sit quality yourself while finish light on.,High,Blocked,2025-01-12
T03057,P6537,E02358,Low production test cultural southern customer hold.,Medium,In Progress,2024-10-25
T03058,P8942,E02204,Put hotel improve say.,Low,Blocked,2024-11-15
T03059,P3986,E03001,Reflect agreement ever this coach.,High,Completed,2025-01-17
T03060,P3345,E08676,Loss local test age institution course avoid.,High,In Progress,2024-10-29
T03061,P5218,E08410,Structure Mrs play media course apply.,Medium,Completed,2025-01-21
T03062,P8848,E05130,Would feeling billion real article leave.,Medium,Open,2024-09-28
T03063,P9530,E01408,Rich family employee born.,Medium,Open,2025-04-16
T03064,P3732,E05170,Radio usually much five clearly unit someone.,Medium,Blocked,2025-03-27
T03065,P4818,E03723,Money wear usually wish guy property.,High,Open,2024-12-09
T03066,P5256,E04044,Let event relate doctor garden.,High,Open,2025-01-16
T03067,P9553,E06746,Make none show herself class why.,High,Completed,2025-05-02
T03068,P6490,E01727,Pretty leave too baby.,High,Completed,2025-05-04
T03069,P9304,E08171,Fight with present knowledge once fall prove game.,Medium,In Progress,2025-06-08
T03070,P1875,E03333,Way knowledge half fall success tax.,High,Completed,2025-04-05
T03071,P2474,E09374,Chair look window onto local stage.,High,Completed,2024-12-10
T03072,P2656,E02168,Guess alone smile couple sign deep others.,Low,Completed,2025-07-21
T03073,P9946,E09450,Happen catch act range.,Low,Open,2025-04-17
T03074,P7930,E02444,Body simple medical able lawyer ground.,Low,Completed,2025-01-28
T03075,P3241,E03777,Should decision necessary large fill yourself.,High,Completed,2025-04-03
T03076,P8807,E06242,Remain last support language sense evidence career.,High,Completed,2024-10-26
T03077,P0845,E05732,Republican send approach cold side.,High,Open,2025-01-06
T03078,P4104,E04529,Half peace tax focus region teacher send.,High,Open,2025-02-27
T03079,P4121,E03007,Environment generation concern everything whatever recent class.,High,Blocked,2024-12-24
T03080,P5355,E08918,Road control both decide meeting Republican.,Low,Completed,2025-05-14
T03081,P4765,E00845,Home mother less safe.,High,Completed,2025-09-19
T03082,P6675,E02802,Third deal deal wear beyond see particularly.,High,Completed,2024-11-16
T03083,P6036,E02875,Factor development attorney only no book value.,Low,Completed,2025-08-25
T03084,P8053,E02839,Wind fish also.,High,Completed,2024-12-26
T03085,P4850,E07342,Same all blue off.,High,Open,2025-03-16
T03086,P2706,E01967,Listen bed environment like minute.,High,Blocked,2025-02-08
T03087,P0407,E01116,Much price their cause health.,High,Open,2025-04-12
T03088,P1831,E02195,Sign price tough both.,Medium,Open,2025-08-27
T03089,P0307,E09975,Lawyer group sit million ask cost.,Medium,In Progress,2025-09-20
T03090,P2024,E02839,Traditional should evidence lead sign arm line.,Low,Open,2025-09-05
T03091,P1558,E01319,Hope thank mean realize see he themselves spring.,Medium,Blocked,2025-03-01
T03092,P3297,E03875,Join change no kind boy never head well.,Medium,Open,2025-02-01
T03093,P4905,E07050,Nation on character accept method build however.,High,Blocked,2024-10-15
T03094,P9335,E09285,Money hour attention bar.,Low,Completed,2025-08-09
T03095,P6619,E00065,Type price more someone.,Low,In Progress,2025-03-02
T03096,P8879,E04253,During owner degree into general series group six.,Medium,Blocked,2025-01-23
T03097,P7749,E01292,Appear improve moment commercial.,High,Completed,2025-03-07
T03098,P4938,E05629,Catch effect require after writer.,High,Open,2025-07-29
T03099,P2989,E07545,Four still administration might.,High,Open,2025-06-06
T03100,P3882,E00774,Final understand difference evening note.,Medium,Blocked,2025-02-17
T03101,P3184,E08672,Study chair over central.,High,Open,2024-11-30
T03102,P3240,E08195,Boy worry medical financial group in director.,High,Blocked,2024-10-04
T03103,P4164,E01133,Help audience tree glass moment teach.,Medium,In Progress,2024-10-28
T03104,P0929,E05742,Ready notice company couple here around fall.,High,In Progress,2025-08-07
T03105,P2212,E01225,Century five later body part account.,Medium,Blocked,2025-08-02
T03106,P3763,E07351,Look defense hear indicate tax impact.,Low,In Progress,2025-08-23
T03107,P4889,E04328,Indicate require stuff kitchen.,Medium,Open,2025-06-07
T03108,P0660,E01345,Six against seem mother.,High,Blocked,2024-10-16
T03109,P0798,E03390,Arm would leader house at require take.,High,Completed,2024-11-05
T03110,P2891,E05329,Relationship garden authority hotel explain street seat science.,Medium,In Progress,2025-07-28
T03111,P2982,E03347,Bed world range soon.,Medium,Blocked,2025-09-02
T03112,P1414,E05938,Approach position scene tough keep.,Medium,In Progress,2025-09-13
T03113,P8614,E03776,Pass expert study none.,Low,In Progress,2025-01-04
T03114,P9450,E02542,Guess marriage speak easy prevent.,Low,Open,2025-07-25
T03115,P5282,E01667,Rather actually cultural along most market happen.,Medium,Blocked,2024-12-24
T03116,P9279,E00259,Wall cultural former at garden nature.,Low,Open,2025-08-10
T03117,P2386,E07789,Join onto thousand more tax hotel.,Low,Blocked,2025-04-24
T03118,P0949,E09590,Sure believe surface production economy.,High,Blocked,2025-02-06
T03119,P0121,E02810,Wide daughter describe down care first way.,Medium,Completed,2025-07-01
T03120,P3508,E02035,Kid camera baby later court information perform.,High,Blocked,2024-10-01
T03121,P2110,E05798,Different top recent computer financial.,High,Completed,2025-05-30
T03122,P2392,E09988,Glass board draw approach.,Low,Completed,2025-05-02
T03123,P6433,E03815,Institution may everyone do couple up.,Low,In Progress,2024-10-23
T03124,P0008,E02803,Member wait prepare prepare be need.,Low,Blocked,2025-05-17
T03125,P6685,E06668,And especially rule summer far.,High,In Progress,2025-06-16
T03126,P1834,E06346,Where me family dream.,Medium,Blocked,2025-03-05
T03127,P6316,E02861,Feel east field.,High,Completed,2025-03-05
T03128,P1268,E03942,Throw she agent explain administration.,Medium,Completed,2024-11-02
T03129,P7607,E08846,Speech say off store away friend something.,Low,Completed,2025-08-16
T03130,P5327,E07131,Pattern keep attention around general attorney system campaign.,Low,Blocked,2025-01-17
T03131,P0750,E03434,Condition mouth response huge good.,Low,Open,2024-11-28
T03132,P7253,E01553,Police including military author argue produce sense three.,High,In Progress,2024-10-10
T03133,P1439,E02511,Worker line important probably.,High,Blocked,2025-02-13
