campaign_id,type,target_audience,engagement_rate,date_sent
CM2899,Email,"C023, C038, C047, C088, C032",0.24,2025-09-12
CM2900,Push Notification,"C015, C027, C082, C035, C083",0.62,2025-09-12
CM2901,SMS,"C095, C035, C076, C042, C060",0.6,2025-09-12
CM2902,SMS,"C038, C058, C090, C088, C008",0.69,2025-09-12
CM2903,Email,"C018, C058, C038, C037, C091",0.61,2025-09-12
CM2904,Email,"C028, C018, C095, C043, C033",0.17,2025-09-12
CM2905,Push Notification,"C019, C038, C006, C091, C046",0.37,2025-09-12
CM2906,Email,"C013, C067, C079, C020, C077",0.15,2025-09-12
CM2907,Push Notification,"C080, C045, C005, C094, C071",0.44,2025-09-12
CM2908,Email,"C028, C100, C025, C050, C025",0.11,2025-09-12
CM2909,Email,"C070, C036, C079, C096, C008",0.19,2025-09-12
CM2910,Email,"C089, C072, C069, C099, C017",0.61,2025-09-12
CM2911,Push Notification,"C076, C027, C038, C093, C075",0.19,2025-09-12
CM2912,Email,"C005, C074, C016, C093, C020",0.57,2025-09-12
CM2913,Email,"C019, C059, C010, C037, C034",0.34,2025-09-12
CM2914,Push Notification,"C030, C051, C035, C073, C070",0.34,2025-09-12
CM2915,SMS,"C045, C020, C033, C023, C017",0.27,2025-09-12
CM2916,SMS,"C098, C005, C049, C052, C032",0.66,2025-09-12
CM2917,SMS,"C034, C029, C014, C048, C021",0.19,2025-09-12
CM2918,Push Notification,"C036, C049, C071, C062, C087",0.36,2025-09-12
CM2919,Email,"C025, C068, C087, C032, C035",0.31,2025-09-12
CM2920,Push Notification,"C014, C097, C044, C021, C054",0.24,2025-09-12
CM2921,Push Notification,"C067, C090, C029, C067, C032",0.68,2025-09-12
CM2922,Push Notification,"C053, C038, C008, C078, C072",0.27,2025-09-12
CM2923,Push Notification,"C051, C090, C011, C016, C038",0.21,2025-09-12
CM2924,Email,"C068, C042, C028, C009, C092",0.12,2025-09-12
CM2925,SMS,"C015, C016, C055, C043, C085",0.25,2025-09-12
CM2926,Push Notification,"C002, C034, C023, C081, C081",0.55,2025-09-12
CM2927,Push Notification,"C042, C074, C037, C034, C067",0.49,2025-09-12
CM2928,Push Notification,"C023, C029, C076, C094, C096",0.62,2025-09-12
CM2929,SMS,"C075, C100, C046, C053, C046",0.37,2025-09-12
CM2930,Push Notification,"C082, C030, C100, C016, C044",0.07,2025-09-12
CM2931,Push Notification,"C082, C098, C043, C043, C030",0.18,2025-09-12
CM2932,SMS,"C054, C003, C078, C066, C048",0.64,2025-09-12
CM2933,SMS,"C066, C016, C010, C064, C022",0.41,2025-09-12
CM2934,Email,"C057, C012, C016, C077, C066",0.39,2025-09-12
CM2935,Push Notification,"C086, C076, C050, C067, C029",0.34,2025-09-12
CM2936,Push Notification,"C030, C021, C089, C098, C058",0.5,2025-09-12
CM2937,SMS,"C045, C032, C023, C040, C008",0.61,2025-09-12
CM2938,SMS,"C088, C076, C056, C100, C005",0.17,2025-09-12
CM2939,SMS,"C015, C010, C062, C004, C024",0.46,2025-09-12
CM2940,SMS,"C088, C057, C066, C051, C060",0.33,2025-09-12
CM2941,SMS,"C021, C068, C045, C010, C091",0.43,2025-09-12
CM2942,SMS,"C087, C062, C051, C021, C037",0.41,2025-09-12
CM2943,SMS,"C038, C083, C036, C038, C034",0.35,2025-09-12
CM2944,SMS,"C007, C091, C061, C014, C029",0.17,2025-09-12
CM2945,Email,"C042, C009, C066, C045, C038",0.5,2025-09-12
CM2946,Push Notification,"C012, C048, C061, C053, C058",0.49,2025-09-12
CM2947,Push Notification,"C094, C084, C061, C092, C049",0.16,2025-09-12
CM2948,Email,"C095, C100, C078, C001, C091",0.34,2025-09-12
CM2949,Email,"C036, C009, C065, C064, C012",0.21,2025-09-12
CM2950,Push Notification,"C079, C072, C093, C055, C063",0.11,2025-09-12
CM2951,Push Notification,"C076, C063, C047, C012, C039",0.4,2025-09-12
CM2952,Push Notification,"C012, C020, C085, C051, C093",0.52,2025-09-12
CM2953,Push Notification,"C021, C041, C048, C039, C083",0.41,2025-09-12
CM2954,SMS,"C092, C018, C088, C100, C088",0.45,2025-09-12
CM2955,Push Notification,"C043, C005, C093, C047, C034",0.44,2025-09-12
CM2956,SMS,"C050, C079, C099, C041, C066",0.54,2025-09-12
CM2957,Email,"C012, C058, C036, C071, C065",0.63,2025-09-12
CM2958,Push Notification,"C005, C061, C088, C040, C086",0.21,2025-09-12
CM2959,Email,"C031, C007, C039, C010, C069",0.38,2025-09-12
CM2960,Email,"C085, C048, C006, C081, C098",0.24,2025-09-12
CM2961,SMS,"C100, C098, C044, C097, C073",0.12,2025-09-12
CM2962,SMS,"C011, C027, C051, C075, C010",0.6,2025-09-12
CM2963,Push Notification,"C067, C006, C033, C065, C074",0.33,2025-09-12
CM2964,Push Notification,"C061, C087, C036, C016, C058",0.42,2025-09-12
CM2965,SMS,"C051, C043, C060, C025, C055",0.13,2025-09-12
CM2966,Push Notification,"C010, C009, C046, C087, C098",0.56,2025-09-12
CM2967,Email,"C063, C015, C043, C069, C018",0.18,2025-09-12
CM2968,Email,"C097, C075, C057, C100, C002",0.3,2025-09-12
CM2969,Email,"C043, C056, C019, C028, C053",0.38,2025-09-12
CM2970,SMS,"C033, C012, C046, C017, C064",0.42,2025-09-12
CM2971,SMS,"C033, C042, C010, C010, C026",0.11,2025-09-12
CM2972,Push Notification,"C043, C047, C061, C045, C026",0.22,2025-09-12
CM2973,SMS,"C025, C078, C075, C052, C069",0.53,2025-09-12
CM2974,Push Notification,"C015, C018, C068, C086, C086",0.65,2025-09-12
CM2975,Email,"C075, C011, C034, C045, C019",0.34,2025-09-12
CM2976,Push Notification,"C040, C068, C068, C086, C097",0.37,2025-09-12
CM2977,SMS,"C065, C057, C091, C003, C090",0.68,2025-09-12
CM2978,Push Notification,"C063, C069, C047, C025, C055",0.38,2025-09-12
CM2979,Push Notification,"C100, C070, C043, C058, C065",0.61,2025-09-12
CM2980,Push Notification,"C001, C002, C015, C042, C092",0.46,2025-09-12
CM2981,Email,"C070, C039, C069, C010, C083",0.64,2025-09-12
CM2982,Email,"C049, C022, C082, C002, C015",0.6,2025-09-12
CM2983,SMS,"C059, C010, C012, C002, C080",0.67,2025-09-12
CM2984,Email,"C097, C002, C062, C012, C036",0.11,2025-09-12
CM2985,SMS,"C054, C079, C034, C038, C058",0.3,2025-09-12
CM2986,SMS,"C042, C028, C080, C053, C097",0.36,2025-09-12
CM2987,Push Notification,"C074, C076, C046, C089, C089",0.42,2025-09-12
CM2988,Push Notification,"C071, C089, C076, C052, C060",0.39,2025-09-12
CM2989,Email,"C070, C021, C012, C032, C033",0.22,2025-09-12
CM2990,SMS,"C074, C075, C049, C061, C090",0.52,2025-09-12
CM2991,SMS,"C100, C029, C083, C044, C031",0.34,2025-09-12
CM2992,Push Notification,"C052, C012, C004, C001, C053",0.45,2025-09-12
CM2993,Push Notification,"C079, C078, C069, C064, C031",0.24,2025-09-12
CM2994,SMS,"C042, C011, C032, C041, C085",0.26,2025-09-12
CM2995,Push Notification,"C084, C074, C014, C090, C065",0.13,2025-09-12
CM2996,Email,"C030, C059, C097, C073, C008",0.38,2025-09-12
CM2997,SMS,"C014, C021, C073, C036, C002",0.39,2025-09-12
CM2998,Email,"C009, C017, C016, C037, C057",0.24,2025-09-12
CM2999,Push Notification,"C062, C027, C019, C078, C013",0.32,2025-09-12
CM3000,SMS,"C067, C049, C014, C095, C026",0.57,2025-09-12
CM3001,Push Notification,"C028, C079, C055, C033, C087",0.62,2025-09-12
CM3002,Email,"C005, C015, C086, C005, C059",0.06,2025-09-12
CM3003,Email,"C062, C011, C038, C098, C100",0.1,2025-09-12
CM3004,Email,"C025, C074, C072, C075, C032",0.65,2025-09-12
CM3005,Push Notification,"C059, C100, C040, C052, C037",0.61,2025-09-12
CM3006,Email,"C068, C028, C090, C083, C064",0.19,2025-09-12
CM3007,SMS,"C031, C031, C082, C055, C008",0.14,2025-09-12
CM3008,Email,"C076, C100, C084, C056, C046",0.7,2025-09-12
CM3009,Email,"C052, C041, C030, C030, C068",0.2,2025-09-12
CM3010,Push Notification,"C079, C033, C036, C037, C046",0.54,2025-09-12
CM3011,Email,"C030, C082, C050, C041, C065",0.16,2025-09-12
CM3012,Push Notification,"C016, C053, C002, C023, C085",0.3,2025-09-12
CM3013,Push Notification,"C065, C013, C051, C073, C043",0.31,2025-09-12
CM3014,Email,"C018, C016, C032, C043, C063",0.61,2025-09-12
CM3015,Email,"C070, C018, C073, C026, C033",0.45,2025-09-12
CM3016,SMS,"C065, C085, C086, C054, C022",0.26,2025-09-12
CM3017,Push Notification,"C004, C004, C091, C046, C007",0.35,2025-09-12
CM3018,SMS,"C092, C048, C025, C038, C025",0.3,2025-09-12
CM3019,Push Notification,"C091, C051, C043, C059, C025",0.07,2025-09-12
CM3020,Push Notification,"C085, C011, C073, C097, C078",0.55,2025-09-12
CM3021,Email,"C047, C058, C082, C087, C099",0.54,2025-09-12
CM3022,Push Notification,"C069, C067, C100, C047, C100",0.16,2025-09-12
CM3023,Email,"C029, C052, C012, C020, C099",0.21,2025-09-12
CM3024,Push Notification,"C093, C054, C061, C025, C074",0.14,2025-09-12
CM3025,SMS,"C090, C013, C079, C042, C050",0.33,2025-09-12
CM3026,Email,"C050, C028, C045, C011, C097",0.17,2025-09-12
CM3027,Email,"C098, C027, C015, C095, C001",0.26,2025-09-12
CM3028,Push Notification,"C030, C026, C097, C038, C040",0.33,2025-09-12
CM3029,Push Notification,"C059, C010, C010, C039, C031",0.66,2025-09-12
CM3030,SMS,"C046, C042, C060, C052, C012",0.54,2025-09-12
CM3031,Email,"C090, C091, C067, C060, C066",0.64,2025-09-12
CM3032,Push Notification,"C074, C037, C047, C089, C085",0.22,2025-09-12
CM3033,Email,"C022, C093, C040, C034, C099",0.59,2025-09-12
CM3034,Email,"C063, C042, C009, C042, C052",0.47,2025-09-12
CM3035,Email,"C006, C081, C023, C073, C052",0.59,2025-09-12
CM3036,Push Notification,"C033, C062, C033, C010, C084",0.34,2025-09-12
CM3037,SMS,"C012, C093, C019, C022, C082",0.6,2025-09-12
CM3038,Email,"C081, C067, C042, C042, C067",0.61,2025-09-12
CM3039,Email,"C035, C020, C028, C095, C062",0.64,2025-09-12
CM3040,SMS,"C026, C008, C007, C050, C073",0.51,2025-09-12
CM3041,SMS,"C054, C044, C062, C038, C085",0.12,2025-09-12
CM3042,Push Notification,"C060, C076, C034, C013, C005",0.34,2025-09-12
CM3043,Push Notification,"C072, C032, C005, C079, C024",0.28,2025-09-12
CM3044,Push Notification,"C053, C089, C069, C028, C093",0.65,2025-09-12
CM3045,Email,"C003, C078, C062, C010, C010",0.32,2025-09-12
CM3046,SMS,"C084, C081, C004, C054, C020",0.17,2025-09-12
CM3047,Push Notification,"C097, C072, C020, C014, C042",0.69,2025-09-12
CM3048,Email,"C072, C028, C026, C034, C023",0.37,2025-09-12
CM3049,SMS,"C033, C045, C073, C096, C095",0.62,2025-09-12
CM3050,SMS,"C084, C001, C087, C098, C039",0.07,2025-09-12
CM3051,Email,"C059, C006, C092, C046, C033",0.06,2025-09-12
CM3052,SMS,"C009, C019, C032, C021, C057",0.14,2025-09-12
CM3053,Email,"C090, C066, C038, C080, C032",0.12,2025-09-12
CM3054,SMS,"C038, C089, C035, C085, C033",0.57,2025-09-12
CM3055,SMS,"C100, C073, C050, C056, C054",0.1,2025-09-12
CM3056,Push Notification,"C087, C020, C097, C040, C005",0.58,2025-09-12
CM3057,Email,"C077, C053, C090, C090, C050",0.53,2025-09-12
CM3058,SMS,"C076, C013, C032, C034, C085",0.34,2025-09-12
CM3059,Email,"C043, C094, C093, C098, C025",0.48,2025-09-12
CM3060,SMS,"C080, C099, C012, C076, C075",0.49,2025-09-12
CM3061,Push Notification,"C047, C081, C011, C049, C089",0.66,2025-09-12
CM3062,Email,"C006, C068, C007, C090, C052",0.51,2025-09-12
CM3063,Email,"C071, C093, C025, C096, C056",0.56,2025-09-12
CM3064,Push Notification,"C018, C064, C058, C023, C090",0.6,2025-09-12
CM3065,Email,"C078, C043, C010, C036, C080",0.48,2025-09-12
CM3066,SMS,"C089, C088, C093, C091, C085",0.47,2025-09-12
CM3067,SMS,"C017, C016, C022, C019, C051",0.48,2025-09-12
CM3068,Push Notification,"C046, C028, C046, C090, C014",0.48,2025-09-12
CM3069,SMS,"C081, C024, C078, C008, C090",0.5,2025-09-12
CM3070,SMS,"C022, C086, C036, C051, C095",0.36,2025-09-12
CM3071,Push Notification,"C011, C038, C031, C010, C078",0.22,2025-09-12
CM3072,Push Notification,"C053, C056, C001, C074, C094",0.63,2025-09-12
CM3073,Email,"C032, C030, C054, C004, C097",0.34,2025-09-12
CM3074,Push Notification,"C009, C012, C059, C002, C099",0.05,2025-09-12
CM3075,Email,"C038, C074, C077, C068, C006",0.39,2025-09-12
CM3076,SMS,"C087, C018, C041, C035, C064",0.33,2025-09-12
CM3077,SMS,"C087, C053, C040, C066, C026",0.22,2025-09-12
CM3078,Push Notification,"C056, C089, C012, C021, C065",0.58,2025-09-12
CM3079,Push Notification,"C066, C061, C014, C049, C074",0.06,2025-09-12
CM3080,Email,"C010, C065, C070, C024, C037",0.17,2025-09-12
CM3081,Push Notification,"C050, C011, C040, C087, C034",0.47,2025-09-12
CM3082,Push Notification,"C083, C004, C002, C032, C088",0.69,2025-09-12
CM3083,Email,"C051, C062, C038, C087, C020",0.68,2025-09-12
CM3084,SMS,"C005, C084, C019, C054, C077",0.23,2025-09-12
CM3085,SMS,"C008, C062, C080, C099, C031",0.2,2025-09-12
CM3086,SMS,"C086, C016, C081, C093, C020",0.35,2025-09-12
CM3087,Email,"C085, C077, C100, C080, C070",0.6,2025-09-12
CM3088,Email,"C060, C075, C060, C066, C023",0.68,2025-09-12
CM3089,SMS,"C065, C088, C014, C007, C023",0.44,2025-09-12
CM3090,Push Notification,"C016, C005, C086, C076, C064",0.26,2025-09-12
CM3091,SMS,"C016, C093, C026, C045, C071",0.6,2025-09-12
CM3092,SMS,"C021, C088, C080, C031, C075",0.23,2025-09-12
CM3093,SMS,"C008, C064, C012, C074, C093",0.31,2025-09-12
CM3094,Push Notification,"C079, C040, C056, C085, C090",0.56,2025-09-12
CM3095,SMS,"C092, C076, C094, C042, C068",0.15,2025-09-12
CM3096,Email,"C017, C054, C054, C021, C038",0.2,2025-09-12
CM3097,Email,"C018, C084, C016, C052, C052",0.19,2025-09-12
CM3098,SMS,"C058, C050, C052, C067, C066",0.17,2025-09-12
CM3099,Email,"C026, C098, C056, C068, C072",0.69,2025-09-12
CM3100,Push Notification,"C069, C051, C012, C005, C042",0.64,2025-09-12
CM3101,SMS,"C008, C071, C075, C076, C100",0.31,2025-09-12
CM3102,Email,"C022, C064, C048, C057, C086",0.56,2025-09-12
CM3103,SMS,"C027, C003, C080, C081, C009",0.33,2025-09-12
CM3104,Push Notification,"C024, C009, C098, C090, C094",0.46,2025-09-12
CM3105,Push Notification,"C086, C066, C085, C014, C075",0.5,2025-09-12
CM3106,SMS,"C079, C003, C001, C034, C078",0.46,2025-09-12
CM3107,SMS,"C002, C042, C013, C037, C098",0.18,2025-09-12
CM3108,Push Notification,"C050, C082, C099, C007, C053",0.45,2025-09-12
CM3109,SMS,"C083, C023, C086, C045, C056",0.67,2025-09-12
CM3110,Email,"C070, C091, C064, C099, C020",0.2,2025-09-12
CM3111,SMS,"C065, C091, C060, C040, C027",0.28,2025-09-12
CM3112,Push Notification,"C004, C040, C046, C006, C087",0.54,2025-09-12
CM3113,Email,"C078, C020, C094, C007, C002",0.27,2025-09-12
CM3114,SMS,"C004, C090, C043, C086, C064",0.46,2025-09-12
CM3115,Email,"C011, C019, C053, C098, C048",0.34,2025-09-12
CM3116,Push Notification,"C011, C053, C037, C006, C002",0.08,2025-09-12
CM3117,Email,"C099, C009, C027, C022, C062",0.31,2025-09-12
CM3118,Push Notification,"C004, C040, C048, C023, C035",0.12,2025-09-12
CM3119,Push Notification,"C032, C038, C029, C019, C029",0.36,2025-09-12
CM3120,Push Notification,"C043, C051, C084, C051, C088",0.42,2025-09-12
CM3121,Push Notification,"C071, C025, C096, C073, C048",0.42,2025-09-12
CM3122,SMS,"C045, C079, C038, C013, C024",0.64,2025-09-12
CM3123,Push Notification,"C079, C071, C077, C074, C026",0.57,2025-09-12
CM3124,SMS,"C029, C069, C040, C091, C064",0.48,2025-09-12
CM3125,Push Notification,"C063, C095, C085, C015, C039",0.57,2025-09-12
CM3126,Email,"C054, C093, C098, C041, C022",0.53,2025-09-12
CM3127,Email,"C078, C026, C046, C062, C058",0.49,2025-09-12
CM3128,Email,"C065, C056, C037, C096, C079",0.05,2025-09-12
CM3129,SMS,"C028, C055, C097, C037, C031",0.44,2025-09-12
CM3130,SMS,"C026, C070, C015, C066, C031",0.54,2025-09-12
CM3131,SMS,"C056, C049, C093, C033, C028",0.09,2025-09-12
CM3132,Push Notification,"C012, C069, C051, C095, C089",0.64,2025-09-12
CM3133,Email,"C048, C053, C035, C089, C011",0.55,2025-09-12
CM3134,Push Notification,"C013, C031, C044, C042, C045",0.12,2025-09-12
CM3135,Email,"C048, C094, C044, C058, C066",0.61,2025-09-12
CM3136,Email,"C092, C021, C034, C084, C010",0.42,2025-09-12
CM3137,Email,"C046, C100, C045, C050, C064",0.18,2025-09-12
CM3138,Email,"C097, C048, C034, C092, C010",0.26,2025-09-12
CM3139,Email,"C055, C091, C011, C064, C051",0.08,2025-09-12
CM3140,SMS,"C042, C034, C092, C062, C092",0.63,2025-09-12
CM3141,Push Notification,"C037, C052, C010, C014, C066",0.08,2025-09-12
CM3142,SMS,"C074, C034, C089, C079, C021",0.19,2025-09-12
CM3143,Push Notification,"C021, C090, C096, C020, C075",0.38,2025-09-12
CM3144,SMS,"C078, C077, C011, C075, C058",0.06,2025-09-12
CM3145,Email,"C001, C015, C054, C094, C026",0.12,2025-09-12
CM3146,SMS,"C082, C088, C033, C098, C019",0.45,2025-09-12
CM3147,SMS,"C079, C010, C051, C085, C053",0.32,2025-09-12
CM3148,SMS,"C079, C011, C042, C002, C041",0.47,2025-09-12
CM3149,SMS,"C066, C056, C026, C066, C094",0.52,2025-09-12
CM3150,Email,"C035, C012, C052, C034, C010",0.18,2025-09-12
CM3151,Email,"C034, C007, C014, C093, C057",0.28,2025-09-12
CM3152,SMS,"C025, C081, C099, C041, C083",0.46,2025-09-12
CM3153,Push Notification,"C082, C029, C089, C045, C096",0.5,2025-09-12
CM3154,Email,"C031, C046, C007, C098, C042",0.23,2025-09-12
CM3155,Email,"C005, C022, C009, C015, C031",0.22,2025-09-12
CM3156,SMS,"C075, C090, C041, C083, C070",0.52,2025-09-12
CM3157,SMS,"C079, C017, C054, C005, C017",0.59,2025-09-12
CM3158,Email,"C040, C042, C089, C040, C003",0.56,2025-09-12
CM3159,SMS,"C077, C044, C039, C026, C028",0.65,2025-09-12
CM3160,SMS,"C023, C027, C030, C096, C090",0.32,2025-09-12
CM3161,Push Notification,"C079, C013, C032, C031, C032",0.69,2025-09-12
CM3162,SMS,"C082, C092, C035, C020, C039",0.48,2025-09-12
CM3163,Push Notification,"C031, C035, C004, C097, C012",0.37,2025-09-12
CM3164,Push Notification,"C040, C060, C096, C050, C040",0.62,2025-09-12
CM3165,Push Notification,"C022, C032, C014, C077, C097",0.24,2025-09-12
CM3166,SMS,"C006, C006, C086, C095, C092",0.17,2025-09-12
CM3167,SMS,"C100, C042, C028, C039, C028",0.61,2025-09-12
CM3168,Push Notification,"C038, C051, C093, C096, C069",0.63,2025-09-12
CM3169,SMS,"C048, C010, C078, C009, C073",0.06,2025-09-12
CM3170,Push Notification,"C059, C014, C091, C089, C074",0.33,2025-09-12
CM3171,Email,"C023, C099, C072, C044, C074",0.23,2025-09-12
CM3172,SMS,"C088, C009, C057, C058, C015",0.49,2025-09-12
CM3173,Push Notification,"C098, C039, C028, C004, C075",0.14,2025-09-12
CM3174,Email,"C055, C092, C019, C024, C098",0.3,2025-09-12
CM3175,Push Notification,"C098, C054, C088, C039, C052",0.61,2025-09-12
CM3176,SMS,"C037, C054, C002, C015, C070",0.48,2025-09-12
CM3177,SMS,"C055, C075, C042, C075, C026",0.08,2025-09-12
CM3178,Email,"C076, C088, C096, C068, C038",0.51,2025-09-12
CM3179,Email,"C038, C010, C100, C081, C026",0.43,2025-09-12
CM3180,Push Notification,"C090, C091, C017, C077, C064",0.3,2025-09-12
CM3181,Email,"C016, C099, C077, C067, C075",0.63,2025-09-12
CM3182,SMS,"C003, C082, C027, C030, C028",0.68,2025-09-12
CM3183,Email,"C064, C004, C088, C071, C065",0.68,2025-09-12
CM3184,SMS,"C058, C026, C066, C006, C065",0.53,2025-09-12
CM3185,Email,"C095, C050, C038, C019, C024",0.24,2025-09-12
CM3186,SMS,"C082, C084, C097, C047, C030",0.68,2025-09-12
CM3187,Email,"C069, C014, C036, C078, C055",0.38,2025-09-12
CM3188,Push Notification,"C036, C030, C063, C029, C029",0.57,2025-09-12
CM3189,Push Notification,"C089, C089, C019, C092, C075",0.42,2025-09-12
CM3190,SMS,"C069, C076, C029, C053, C039",0.25,2025-09-12
CM3191,Email,"C033, C051, C062, C020, C071",0.19,2025-09-12
CM3192,Push Notification,"C047, C045, C068, C037, C091",0.66,2025-09-12
CM3193,SMS,"C027, C070, C079, C060, C033",0.53,2025-09-12
CM3194,Email,"C096, C023, C095, C081, C033",0.13,2025-09-12
CM3195,Email,"C015, C024, C091, C086, C066",0.55,2025-09-12
CM3196,SMS,"C062, C086, C095, C058, C028",0.62,2025-09-12
CM3197,SMS,"C021, C082, C044, C029, C076",0.48,2025-09-12
CM3198,SMS,"C009, C071, C076, C041, C009",0.47,2025-09-12
CM3199,SMS,"C067, C034, C024, C047, C002",0.4,2025-09-12
CM3200,Push Notification,"C085, C042, C018, C098, C082",0.09,2025-09-12
CM3201,Email,"C033, C075, C014, C003, C005",0.49,2025-09-12
CM3202,SMS,"C066, C025, C032, C051, C050",0.18,2025-09-12
CM3203,Push Notification,"C041, C058, C006, C014, C024",0.27,2025-09-12
CM3204,Email,"C029, C080, C007, C037, C034",0.16,2025-09-12
CM3205,SMS,"C092, C034, C065, C044, C009",0.36,2025-09-12
CM3206,Email,"C056, C004, C066, C070, C071",0.09,2025-09-12
CM3207,Push Notification,"C051, C037, C035, C043, C076",0.1,2025-09-12
CM3208,SMS,"C085, C069, C092, C005, C022",0.64,2025-09-12
CM3209,SMS,"C096, C092, C004, C097, C096",0.17,2025-09-12
CM3210,Push Notification,"C076, C017, C045, C031, C061",0.08,2025-09-12
CM3211,Email,"C099, C030, C085, C006, C096",0.31,2025-09-12
CM3212,SMS,"C054, C009, C095, C009, C085",0.54,2025-09-12
CM3213,Push Notification,"C008, C041, C091, C078, C018",0.28,2025-09-12
CM3214,Push Notification,"C020, C071, C008, C047, C038",0.42,2025-09-12
CM3215,SMS,"C054, C064, C072, C094, C074",0.28,2025-09-12
CM3216,Email,"C097, C008, C010, C081, C049",0.31,2025-09-12
CM3217,Push Notification,"C032, C073, C051, C058, C039",0.17,2025-09-12
CM3218,Email,"C076, C068, C051, C032, C078",0.35,2025-09-12
CM3219,Email,"C007, C010, C001, C090, C092",0.3,2025-09-12
CM3220,Push Notification,"C004, C097, C068, C001, C001",0.39,2025-09-12
CM3221,Email,"C072, C038, C055, C006, C007",0.06,2025-09-12
CM3222,Email,"C017, C042, C059, C080, C015",0.66,2025-09-12
CM3223,SMS,"C020, C033, C100, C060, C088",0.53,2025-09-12
CM3224,SMS,"C060, C047, C085, C088, C012",0.4,2025-09-12
CM3225,Push Notification,"C090, C026, C070, C011, C005",0.38,2025-09-12
CM3226,Email,"C083, C075, C012, C036, C044",0.56,2025-09-12
CM3227,SMS,"C073, C038, C076, C001, C078",0.68,2025-09-12
