asset_id,type,topic,engagement_score
M3489,Audio,Customer Service,0.87
M3490,Image,Event,0.69
M3491,Video,Network,0.2
M3492,Video,Customer Service,0.74
M3493,Image,Offer,0.25
M3494,Audio,Offer,0.33
M3495,Audio,Customer Service,0.01
M3496,Image,Event,0.31
M3497,Video,Customer Service,0.33
M3498,Audio,Offer,0.18
M3499,Image,Event,0.8
M3500,Image,Event,1.0
M3501,Image,Customer Service,0.93
M3502,Image,Event,0.01
M3503,Video,Customer Service,0.71
M3504,Video,Offer,0.16
M3505,Audio,Event,0.11
M3506,Audio,Event,0.34
M3507,Audio,Event,0.35
M3508,Audio,Offer,0.17
M3509,Video,Event,0.83
M3510,Video,Offer,0.33
M3511,Image,Customer Service,0.8
M3512,Image,Customer Service,0.94
M3513,Video,Offer,0.12
M3514,Image,Offer,0.51
M3515,Audio,Customer Service,0.92
M3516,Image,Customer Service,0.37
M3517,Image,Customer Service,0.77
M3518,Image,Event,0.38
M3519,Image,Event,0.95
M3520,Image,Customer Service,0.76
M3521,Video,Customer Service,0.13
M3522,Image,Network,0.62
M3523,Audio,Customer Service,0.44
M3524,Video,Customer Service,0.16
M3525,Image,Network,0.76
M3526,Video,Event,0.46
M3527,Image,Network,0.97
M3528,Image,Event,0.91
M3529,Video,Event,0.51
M3530,Audio,Event,0.21
M3531,Audio,Customer Service,0.97
M3532,Video,Network,0.69
M3533,Video,Event,0.02
M3534,Audio,Offer,0.2
M3535,Image,Network,0.37
M3536,Video,Network,0.55
M3537,Audio,Offer,0.65
M3538,Video,Offer,0.4
M3539,Audio,Offer,0.11
M3540,Audio,Event,0.4
M3541,Image,Event,0.88
M3542,Audio,Customer Service,0.99
M3543,Audio,Event,0.34
M3544,Image,Customer Service,0.69
M3545,Image,Event,0.69
M3546,Image,Offer,0.91
M3547,Audio,Network,0.41
M3548,Audio,Customer Service,0.78
M3549,Video,Event,0.39
M3550,Image,Customer Service,0.83
M3551,Video,Network,0.53
M3552,Image,Customer Service,0.62
M3553,Audio,Offer,0.88
M3554,Audio,Network,0.66
M3555,Image,Offer,0.54
M3556,Audio,Customer Service,0.95
M3557,Image,Event,0.05
M3558,Image,Network,0.22
M3559,Video,Event,0.22
M3560,Video,Offer,0.74
M3561,Audio,Offer,0.41
M3562,Image,Offer,0.16
M3563,Image,Customer Service,0.7
M3564,Audio,Offer,0.23
M3565,Audio,Customer Service,0.17
M3566,Audio,Event,0.23
M3567,Image,Event,0.6
M3568,Audio,Offer,0.5
M3569,Video,Network,0.22
M3570,Audio,Event,0.04
M3571,Image,Network,0.16
M3572,Audio,Offer,0.59
M3573,Image,Network,0.41
M3574,Video,Network,0.34
M3575,Image,Event,0.31
M3576,Image,Event,0.18
M3577,Video,Event,0.94
M3578,Audio,Network,0.67
M3579,Image,Event,0.63
M3580,Audio,Customer Service,0.81
M3581,Video,Offer,0.28
M3582,Audio,Offer,0.93
M3583,Video,Customer Service,0.24
M3584,Audio,Network,0.46
M3585,Audio,Customer Service,0.44
M3586,Audio,Event,0.87
M3587,Video,Customer Service,0.47
M3588,Image,Network,0.06
M3589,Audio,Network,0.5
M3590,Audio,Customer Service,0.13
M3591,Image,Network,0.37
M3592,Video,Customer Service,0.51
M3593,Image,Event,0.65
M3594,Audio,Event,0.94
M3595,Audio,Network,0.12
M3596,Video,Customer Service,0.29
M3597,Video,Offer,0.54
M3598,Video,Event,0.76
M3599,Video,Customer Service,0.61
M3600,Video,Network,0.1
M3601,Video,Offer,0.42
M3602,Video,Event,0.42
M3603,Image,Customer Service,0.23
M3604,Video,Event,0.7
M3605,Video,Offer,0.6
M3606,Image,Network,0.48
M3607,Audio,Network,0.17
M3608,Video,Event,0.84
M3609,Image,Offer,0.15
M3610,Image,Customer Service,0.14
M3611,Audio,Network,0.67
M3612,Video,Network,0.71
M3613,Video,Customer Service,0.68
M3614,Video,Network,1.0
M3615,Video,Event,0.87
M3616,Image,Event,0.21
M3617,Audio,Offer,0.59
M3618,Image,Offer,0.34
M3619,Image,Event,0.58
M3620,Video,Customer Service,0.27
M3621,Audio,Customer Service,0.66
M3622,Video,Offer,0.73
M3623,Video,Network,0.22
M3624,Audio,Offer,0.3
M3625,Audio,Event,0.68
M3626,Audio,Offer,0.89
M3627,Audio,Offer,0.56
M3628,Audio,Network,0.08
M3629,Image,Event,0.21
M3630,Video,Event,0.51
M3631,Video,Offer,0.17
M3632,Video,Customer Service,0.64
M3633,Video,Network,0.66
M3634,Audio,Network,0.26
M3635,Video,Network,0.04
M3636,Video,Event,0.82
M3637,Video,Offer,0.1
M3638,Audio,Event,0.32
M3639,Image,Network,0.85
M3640,Video,Customer Service,0.83
M3641,Image,Offer,0.3
M3642,Image,Customer Service,0.64
M3643,Video,Offer,0.83
M3644,Video,Network,0.03
M3645,Image,Network,0.3
M3646,Image,Network,0.72
M3647,Video,Network,0.11
M3648,Video,Network,0.85
M3649,Audio,Network,0.81
M3650,Audio,Event,0.22
M3651,Audio,Offer,0.56
M3652,Video,Offer,0.85
M3653,Audio,Network,0.56
M3654,Audio,Customer Service,0.9
M3655,Video,Event,0.35
M3656,Audio,Network,0.07
M3657,Video,Event,0.49
M3658,Audio,Customer Service,0.7
M3659,Audio,Customer Service,0.83
M3660,Audio,Event,0.21
M3661,Video,Offer,0.75
M3662,Image,Offer,0.26
M3663,Video,Offer,0.65
M3664,Video,Event,0.45
M3665,Audio,Customer Service,0.84
M3666,Audio,Offer,0.22
M3667,Audio,Offer,0.12
M3668,Video,Event,0.3
M3669,Video,Network,0.11
M3670,Image,Network,0.96
M3671,Audio,Event,0.59
M3672,Audio,Event,0.0
M3673,Image,Network,0.93
M3674,Image,Event,0.52
M3675,Image,Offer,0.39
M3676,Audio,Customer Service,0.37
M3677,Audio,Network,0.68
M3678,Video,Event,0.79
M3679,Audio,Customer Service,0.01
M3680,Video,Event,0.59
M3681,Video,Customer Service,0.77
M3682,Audio,Event,0.74
M3683,Image,Offer,0.13
M3684,Audio,Network,0.37
M3685,Video,Event,0.77
M3686,Image,Offer,0.11
M3687,Video,Offer,0.35
M3688,Image,Network,0.87
M3689,Video,Event,0.98
M3690,Image,Offer,0.89
M3691,Video,Network,0.62
M3692,Audio,Event,0.69
M3693,Video,Event,0.55
M3694,Image,Offer,0.79
M3695,Audio,Network,0.56
M3696,Image,Event,0.96
M3697,Audio,Offer,0.39
M3698,Image,Offer,0.96
M3699,Audio,Event,0.44
M3700,Image,Customer Service,0.23
M3701,Audio,Customer Service,0.54
M3702,Audio,Offer,0.85
M3703,Video,Network,0.8
M3704,Audio,Customer Service,0.99
M3705,Video,Network,0.08
M3706,Audio,Network,0.7
M3707,Image,Network,0.98
M3708,Video,Offer,0.12
M3709,Audio,Network,0.93
M3710,Image,Network,0.81
M3711,Video,Customer Service,0.85
M3712,Audio,Customer Service,0.32
M3713,Video,Customer Service,0.01
M3714,Audio,Offer,0.89
M3715,Video,Event,0.22
M3716,Audio,Customer Service,0.09
M3717,Video,Offer,0.63
M3718,Video,Offer,0.51
M3719,Video,Offer,0.21
M3720,Video,Event,0.46
M3721,Image,Network,0.8
M3722,Image,Customer Service,0.95
M3723,Audio,Offer,0.09
M3724,Video,Customer Service,0.99
M3725,Audio,Event,0.48
M3726,Image,Network,0.86
M3727,Video,Network,0.23
M3728,Video,Offer,0.77
M3729,Image,Network,0.0
M3730,Image,Customer Service,0.11
M3731,Audio,Offer,0.29
M3732,Video,Event,0.5
M3733,Image,Event,0.59
M3734,Image,Network,0.13
M3735,Image,Customer Service,0.6
M3736,Audio,Customer Service,0.54
M3737,Video,Event,0.42
M3738,Image,Offer,0.43
M3739,Image,Event,0.19
M3740,Audio,Offer,0.25
M3741,Image,Event,0.02
M3742,Image,Customer Service,0.4
M3743,Video,Offer,0.26
M3744,Audio,Network,0.85
M3745,Video,Network,0.64
M3746,Audio,Event,0.84
M3747,Audio,Customer Service,0.61
M3748,Image,Network,0.62
M3749,Video,Network,0.27
M3750,Audio,Event,0.55
M3751,Video,Event,0.74
M3752,Video,Network,0.6
M3753,Video,Network,0.01
M3754,Video,Event,0.2
M3755,Image,Customer Service,0.38
M3756,Video,Customer Service,0.95
M3757,Image,Event,0.95
M3758,Image,Offer,0.78
M3759,Audio,Offer,0.32
M3760,Video,Customer Service,0.07
M3761,Image,Event,0.36
M3762,Image,Network,0.99
M3763,Audio,Customer Service,0.16
M3764,Image,Customer Service,0.87
M3765,Image,Event,0.87
M3766,Video,Offer,0.38
M3767,Video,Event,0.18
M3768,Audio,Offer,0.85
M3769,Audio,Network,0.83
M3770,Video,Event,0.75
M3771,Audio,Offer,0.66
M3772,Audio,Event,0.35
M3773,Video,Network,0.52
M3774,Audio,Customer Service,0.45
M3775,Video,Customer Service,0.97
M3776,Audio,Customer Service,0.91
M3777,Audio,Event,0.13
M3778,Video,Customer Service,0.53
M3779,Video,Offer,0.54
M3780,Audio,Offer,0.45
M3781,Image,Network,0.56
M3782,Image,Network,0.14
M3783,Video,Network,0.75
M3784,Image,Offer,0.9
M3785,Audio,Event,0.48
M3786,Audio,Offer,0.86
M3787,Image,Offer,0.49
M3788,Image,Customer Service,0.0
M3789,Image,Offer,0.72
M3790,Video,Customer Service,0.76
M3791,Audio,Customer Service,0.99
M3792,Image,Customer Service,0.4
M3793,Image,Offer,0.66
M3794,Audio,Network,0.32
M3795,Video,Event,0.5
M3796,Image,Event,0.03
M3797,Video,Network,0.59
M3798,Image,Offer,0.03
M3799,Audio,Network,0.06
M3800,Video,Customer Service,1.0
M3801,Image,Event,0.32
M3802,Audio,Network,0.91
M3803,Audio,Offer,0.18
M3804,Image,Customer Service,0.43
M3805,Video,Network,0.93
M3806,Image,Offer,0.8
M3807,Image,Event,0.72
M3808,Video,Customer Service,0.25
M3809,Video,Offer,0.79
M3810,Audio,Event,0.71
M3811,Video,Event,0.28
M3812,Image,Network,0.06
M3813,Audio,Offer,0.67
M3814,Video,Network,0.86
M3815,Video,Customer Service,0.35
M3816,Video,Offer,0.03
M3817,Image,Event,0.9
M3818,Video,Network,0.62
M3819,Video,Network,0.69
M3820,Image,Customer Service,0.29
M3821,Image,Customer Service,0.43
M3822,Image,Event,0.52
M3823,Video,Offer,0.99
M3824,Audio,Event,0.06
M3825,Image,Event,0.94
M3826,Video,Network,0.05
M3827,Image,Customer Service,0.59
M3828,Video,Network,0.48
M3829,Image,Customer Service,0.37
M3830,Image,Offer,0.29
M3831,Image,Customer Service,0.23
M3832,Audio,Event,0.11
M3833,Image,Event,0.58
M3834,Audio,Customer Service,0.1
M3835,Audio,Customer Service,0.49
M3836,Image,Event,0.81
M3837,Video,Offer,0.95
M3838,Audio,Event,0.44
M3839,Audio,Network,0.2
M3840,Audio,Offer,0.35
M3841,Image,Customer Service,0.06
M3842,Video,Offer,0.51
M3843,Image,Offer,0.35
M3844,Image,Network,0.3
M3845,Audio,Customer Service,0.45
M3846,Audio,Event,0.88
M3847,Video,Offer,0.25
M3848,Video,Offer,0.97
M3849,Video,Network,0.23
M3850,Video,Event,0.56
M3851,Image,Customer Service,0.06
M3852,Audio,Offer,0.45
M3853,Image,Network,0.71
M3854,Video,Network,0.05
M3855,Image,Customer Service,0.09
M3856,Image,Offer,0.2
M3857,Video,Network,0.49
M3858,Image,Offer,0.19
M3859,Audio,Network,0.65
M3860,Audio,Offer,0.87
M3861,Image,Customer Service,0.26
M3862,Audio,Event,0.82
M3863,Audio,Event,0.85
M3864,Audio,Customer Service,0.51
M3865,Video,Customer Service,0.74
M3866,Image,Offer,0.13
M3867,Image,Network,0.78
M3868,Image,Network,0.46
M3869,Video,Offer,0.08
M3870,Audio,Offer,0.8
M3871,Video,Customer Service,0.29
M3872,Image,Event,0.57
M3873,Audio,Offer,0.36
M3874,Audio,Event,0.02
M3875,Video,Event,0.17
M3876,Video,Network,0.91
M3877,Image,Customer Service,0.77
M3878,Image,Event,0.53
M3879,Audio,Network,0.58
M3880,Image,Offer,0.63
M3881,Audio,Network,0.55
M3882,Video,Network,0.58
M3883,Audio,Customer Service,0.57
M3884,Image,Offer,0.67
M3885,Image,Offer,0.05
M3886,Audio,Customer Service,0.32
M3887,Image,Customer Service,0.87
M3888,Audio,Event,0.3
M3889,Video,Event,0.45
M3890,Image,Event,0.07
M3891,Audio,Network,0.2
M3892,Image,Network,0.2
M3893,Image,Event,0.14
M3894,Image,Network,0.36
M3895,Audio,Event,0.38
M3896,Audio,Customer Service,0.51
M3897,Video,Event,0.75
M3898,Image,Customer Service,0.43
M3899,Video,Offer,0.45
M3900,Audio,Customer Service,0.23
M3901,Image,Customer Service,0.52
M3902,Audio,Network,0.68
M3903,Audio,Offer,0.5
M3904,Image,Offer,0.21
M3905,Audio,Event,0.58
M3906,Audio,Offer,0.29
M3907,Image,Event,0.72
M3908,Image,Event,0.35
M3909,Audio,Event,0.11
M3910,Video,Network,0.78
M3911,Video,Offer,0.39
M3912,Video,Offer,0.09
M3913,Image,Customer Service,0.95
M3914,Audio,Network,0.65
M3915,Image,Network,0.12
M3916,Image,Event,0.9
M3917,Audio,Customer Service,0.76
M3918,Audio,Offer,0.53
M3919,Image,Customer Service,0.71
M3920,Audio,Event,0.27
M3921,Image,Event,0.42
M3922,Image,Offer,0.0
M3923,Audio,Customer Service,0.45
M3924,Video,Event,0.29
M3925,Audio,Event,0.22
M3926,Audio,Network,0.54
M3927,Image,Network,0.16
M3928,Video,Event,0.09
M3929,Image,Network,0.64
M3930,Image,Network,0.21
M3931,Video,Offer,0.54
M3932,Audio,Customer Service,0.81
M3933,Audio,Customer Service,0.27
M3934,Image,Network,0.65
M3935,Audio,Customer Service,0.29
M3936,Image,Offer,0.99
M3937,Audio,Offer,0.76
M3938,Audio,Customer Service,0.67
M3939,Audio,Event,0.3
M3940,Video,Offer,0.34
M3941,Audio,Event,0.05
M3942,Image,Network,0.21
M3943,Video,Offer,0.49
M3944,Image,Customer Service,0.33
M3945,Audio,Offer,0.28
M3946,Audio,Event,0.53
M3947,Audio,Customer Service,0.37
M3948,Audio,Customer Service,0.9
M3949,Audio,Network,0.6
M3950,Image,Customer Service,0.16
M3951,Video,Offer,0.57
M3952,Audio,Event,0.88
M3953,Audio,Network,0.33
M3954,Audio,Offer,0.01
M3955,Video,Event,0.23
M3956,Video,Event,1.0
M3957,Video,Network,0.38
M3958,Image,Customer Service,0.32
M3959,Audio,Customer Service,0.74
M3960,Image,Event,0.12
M3961,Audio,Network,0.91
M3962,Audio,Network,0.22
M3963,Video,Event,0.27
M3964,Audio,Customer Service,0.67
M3965,Audio,Customer Service,0.83
M3966,Image,Offer,0.55
M3967,Image,Offer,0.52
M3968,Audio,Offer,0.36
M3969,Image,Customer Service,0.9
M3970,Video,Customer Service,0.87
M3971,Image,Network,0.48
M3972,Audio,Event,0.06
M3973,Video,Customer Service,1.0
M3974,Video,Event,0.34
M3975,Audio,Offer,0.17
M3976,Video,Network,0.18
M3977,Audio,Event,0.14
M3978,Image,Customer Service,0.74
M3979,Video,Event,0.44
M3980,Video,Network,0.09
M3981,Audio,Offer,0.37
M3982,Image,Customer Service,0.2
M3983,Image,Network,0.46
M3984,Video,Network,0.89
M3985,Image,Customer Service,0.59
M3986,Image,Customer Service,0.74
M3987,Image,Customer Service,0.72
M3988,Image,Network,0.84
M3989,Image,Event,0.56
M3990,Audio,Network,0.44
M3991,Video,Event,0.58
M3992,Image,Customer Service,0.57
M3993,Audio,Event,0.82
M3994,Audio,Customer Service,0.01
M3995,Video,Network,0.42
M3996,Image,Customer Service,0.18
M3997,Video,Customer Service,0.47
M3998,Video,Event,0.96
M3999,Audio,Event,0.71
M4000,Image,Customer Service,0.25
M4001,Audio,Customer Service,0.94
M4002,Audio,Event,0.15
M4003,Image,Customer Service,0.52
M4004,Video,Offer,0.09
M4005,Video,Customer Service,0.46
M4006,Video,Network,0.52
M4007,Audio,Event,0.85
M4008,Image,Offer,0.91
M4009,Video,Offer,0.27
M4010,Image,Network,0.42
M4011,Video,Event,0.43
M4012,Image,Event,0.14
M4013,Video,Offer,0.67
M4014,Image,Offer,0.43
M4015,Video,Network,0.66
M4016,Video,Network,0.05
M4017,Audio,Offer,0.61
M4018,Audio,Event,0.17
M4019,Image,Offer,0.26
M4020,Image,Network,0.42
M4021,Audio,Customer Service,0.51
M4022,Audio,Event,0.34
M4023,Video,Offer,0.48
M4024,Image,Network,0.19
M4025,Audio,Network,0.42
M4026,Image,Network,0.56
M4027,Audio,Network,0.19
M4028,Audio,Offer,0.37
M4029,Audio,Event,0.35
M4030,Image,Network,0.58
M4031,Audio,Event,0.24
M4032,Image,Event,0.01
M4033,Video,Event,0.48
M4034,Audio,Event,0.96
M4035,Image,Network,0.54
M4036,Audio,Network,0.26
M4037,Video,Network,0.37
M4038,Image,Event,0.06
M4039,Video,Event,0.56
M4040,Audio,Offer,0.23
M4041,Image,Customer Service,0.99
M4042,Video,Customer Service,0.19
M4043,Video,Event,0.64
M4044,Video,Event,0.53
M4045,Audio,Customer Service,0.81
M4046,Video,Customer Service,0.18
M4047,Audio,Event,0.4
M4048,Image,Customer Service,0.32
M4049,Audio,Event,0.1
M4050,Image,Offer,0.3
M4051,Image,Event,0.19
M4052,Video,Network,0.09
M4053,Audio,Network,0.05
M4054,Audio,Offer,0.25
M4055,Video,Customer Service,0.36
M4056,Audio,Offer,0.27
M4057,Audio,Event,0.89
M4058,Image,Event,0.28
M4059,Image,Event,0.6
M4060,Video,Network,0.67
M4061,Image,Network,0.83
M4062,Image,Offer,0.28
M4063,Video,Customer Service,0.9
M4064,Image,Network,0.35
M4065,Image,Event,0.42
M4066,Image,Offer,0.23
M4067,Audio,Network,0.09
M4068,Image,Customer Service,0.22
M4069,Audio,Network,0.27
M4070,Image,Offer,0.73
M4071,Image,Customer Service,0.33
M4072,Video,Network,0.45
M4073,Image,Event,0.28
M4074,Audio,Customer Service,0.85
M4075,Image,Customer Service,0.96
M4076,Video,Event,0.66
M4077,Image,Event,0.58
M4078,Video,Event,0.17
M4079,Audio,Customer Service,0.32
M4080,Audio,Network,0.29
M4081,Video,Network,0.12
M4082,Video,Offer,0.24
M4083,Video,Network,0.79
M4084,Audio,Network,0.09
M4085,Video,Event,0.49
M4086,Video,Event,0.6
M4087,Audio,Offer,0.6
M4088,Audio,Customer Service,0.46
M4089,Image,Offer,0.57
M4090,Image,Offer,0.15
M4091,Video,Event,0.92
M4092,Video,Customer Service,0.12
M4093,Video,Event,0.91
M4094,Image,Network,0.51
M4095,Audio,Offer,0.49
M4096,Video,Event,0.87
M4097,Audio,Network,0.3
M4098,Image,Offer,0.08
M4099,Audio,Customer Service,0.53
M4100,Audio,Network,0.04
M4101,Image,Offer,0.6
M4102,Audio,Network,0.66
M4103,Video,Event,0.5
M4104,Video,Event,0.87
M4105,Video,Customer Service,0.08
M4106,Image,Customer Service,0.36
M4107,Video,Event,0.1
M4108,Image,Network,0.9
M4109,Audio,Customer Service,0.67
M4110,Image,Network,0.03
M4111,Image,Offer,0.71
M4112,Image,Customer Service,0.32
M4113,Audio,Event,0.24
M4114,Video,Offer,0.35
M4115,Video,Customer Service,0.49
M4116,Image,Customer Service,0.31
M4117,Audio,Network,0.36
M4118,Audio,Offer,1.0
M4119,Audio,Offer,0.29
M4120,Video,Customer Service,0.01
M4121,Image,Event,0.57
M4122,Audio,Offer,0.61
M4123,Audio,Network,0.06
M4124,Image,Event,0.74
M4125,Video,Network,0.3
M4126,Audio,Customer Service,0.1
M4127,Image,Customer Service,0.15
M4128,Video,Offer,0.87
M4129,Image,Network,0.06
M4130,Image,Customer Service,0.65
M4131,Video,Event,0.34
M4132,Image,Customer Service,0.55
M4133,Audio,Network,0.06
M4134,Video,Event,0.94
M4135,Video,Offer,0.54
M4136,Video,Network,0.4
M4137,Video,Customer Service,0.38
M4138,Video,Offer,0.86
M4139,Audio,Network,0.99
M4140,Audio,Customer Service,0.83
M4141,Audio,Network,0.65
M4142,Video,Customer Service,0.33
M4143,Audio,Offer,0.37
M4144,Video,Network,0.94
M4145,Audio,Event,0.25
M4146,Audio,Event,0.38
M4147,Video,Customer Service,0.12
M4148,Image,Network,0.66
M4149,Video,Offer,0.58
M4150,Image,Event,0.75
M4151,Audio,Event,0.47
M4152,Video,Offer,0.54
M4153,Video,Network,0.93
M4154,Audio,Customer Service,0.01
M4155,Video,Event,0.57
M4156,Audio,Customer Service,0.32
M4157,Image,Customer Service,0.79
M4158,Video,Event,0.21
M4159,Video,Network,0.44
M4160,Video,Offer,0.05
M4161,Video,Network,0.29
M4162,Audio,Event,0.45
M4163,Audio,Offer,0.88
M4164,Audio,Network,0.27
M4165,Audio,Customer Service,0.79
M4166,Video,Offer,0.53
M4167,Image,Event,0.39
M4168,Video,Event,0.48
M4169,Video,Offer,0.15
M4170,Audio,Offer,0.29
M4171,Video,Customer Service,0.25
M4172,Video,Network,0.75
M4173,Video,Event,0.25
M4174,Image,Customer Service,0.08
M4175,Video,Customer Service,0.67
M4176,Image,Event,0.46
M4177,Audio,Network,0.82
M4178,Video,Network,0.55
M4179,Video,Network,0.54
M4180,Audio,Network,0.11
M4181,Image,Offer,0.81
M4182,Video,Event,0.31
M4183,Video,Network,0.98
M4184,Video,Customer Service,0.97
M4185,Image,Customer Service,0.89
M4186,Audio,Event,0.83
M4187,Video,Customer Service,0.18
M4188,Video,Offer,0.58
M4189,Audio,Network,0.28
M4190,Audio,Event,0.39
M4191,Image,Event,0.31
M4192,Video,Event,0.03
M4193,Audio,Offer,0.81
M4194,Video,Network,0.33
M4195,Audio,Offer,0.76
M4196,Image,Network,0.02
M4197,Video,Network,0.81
M4198,Image,Event,0.88
M4199,Audio,Customer Service,0.83
M4200,Image,Offer,0.13
M4201,Video,Event,0.84
M4202,Image,Customer Service,0.62
M4203,Video,Network,0.27
M4204,Image,Event,0.52
M4205,Video,Event,0.24
M4206,Image,Customer Service,0.02
M4207,Image,Event,0.46
M4208,Video,Offer,0.5
M4209,Audio,Event,0.2
M4210,Video,Offer,0.99
M4211,Image,Network,0.73
M4212,Audio,Network,0.28
M4213,Audio,Network,0.13
M4214,Video,Network,0.3
M4215,Image,Network,0.59
M4216,Image,Event,0.32
M4217,Audio,Network,0.24
M4218,Video,Customer Service,0.46
M4219,Video,Offer,0.04
M4220,Audio,Event,0.06
M4221,Image,Event,0.55
M4222,Audio,Offer,0.7
M4223,Audio,Customer Service,0.94
M4224,Audio,Customer Service,0.96
M4225,Audio,Network,0.13
M4226,Image,Customer Service,0.67
M4227,Video,Customer Service,0.63
M4228,Audio,Event,0.1
M4229,Audio,Offer,0.12
M4230,Audio,Customer Service,0.97
M4231,Audio,Event,0.59
M4232,Audio,Network,0.36
M4233,Audio,Customer Service,0.11
M4234,Video,Event,0.79
M4235,Video,Customer Service,0.59
M4236,Video,Offer,0.52
M4237,Image,Event,0.56
M4238,Image,Offer,0.98
M4239,Audio,Offer,0.04
M4240,Video,Network,0.53
M4241,Video,Event,0.95
M4242,Image,Event,0.42
M4243,Audio,Offer,0.25
M4244,Video,Customer Service,0.79
M4245,Image,Customer Service,0.26
M4246,Audio,Event,0.87
M4247,Image,Customer Service,0.46
M4248,Video,Event,0.22
M4249,Image,Event,0.55
M4250,Video,Event,0.02
M4251,Video,Offer,0.05
M4252,Video,Network,0.01
M4253,Audio,Offer,0.59
M4254,Audio,Event,0.13
M4255,Video,Customer Service,0.91
M4256,Video,Customer Service,0.86
M4257,Image,Network,0.41
M4258,Video,Customer Service,0.29
M4259,Audio,Event,0.57
M4260,Video,Customer Service,0.14
M4261,Audio,Network,0.33
M4262,Video,Offer,0.33
M4263,Image,Offer,0.95
M4264,Video,Customer Service,0.61
M4265,Image,Customer Service,0.51
M4266,Image,Offer,0.76
M4267,Audio,Event,0.8
M4268,Image,Offer,0.11
M4269,Video,Customer Service,0.6
M4270,Video,Event,0.55
M4271,Video,Customer Service,0.49
M4272,Image,Customer Service,0.22
M4273,Video,Offer,0.13
M4274,Video,Event,0.36
M4275,Audio,Event,0.34
M4276,Video,Customer Service,0.48
M4277,Image,Offer,0.11
M4278,Image,Offer,0.61
M4279,Video,Event,0.79
M4280,Image,Network,0.85
M4281,Image,Network,0.74
M4282,Image,Event,0.44
M4283,Video,Customer Service,0.79
M4284,Image,Offer,0.88
M4285,Image,Customer Service,0.62
M4286,Image,Event,0.39
M4287,Audio,Customer Service,0.66
M4288,Audio,Customer Service,0.61
M4289,Image,Offer,0.29
M4290,Video,Offer,0.22
M4291,Video,Network,0.67
M4292,Image,Network,0.3
M4293,Audio,Customer Service,0.77
M4294,Image,Event,0.97
