record_id,region,signal_strength,latency_ms,downtime_minutes,date
NP03333,Isa Town,4,130,36,2024-01-25
NP03334,Manama,4,190,19,2020-12-26
NP03335,Isa Town,3,30,42,2021-04-30
NP03336,Riffa,5,84,38,2020-10-22
NP03337,Manama,1,94,58,2021-12-20
NP03338,Isa Town,4,173,57,2024-06-22
NP03339,Riffa,1,88,2,2022-06-19
NP03340,Isa Town,1,94,58,2023-09-07
NP03341,Riffa,4,38,20,2022-11-07
NP03342,Manama,5,100,39,2023-03-21
NP03343,Riffa,2,156,44,2020-12-23
NP03344,Manama,1,10,27,2025-05-23
NP03345,Isa Town,1,16,56,2021-02-24
NP03346,Isa Town,5,112,54,2024-09-07
NP03347,Isa Town,4,162,4,2025-01-11
NP03348,Riffa,2,89,5,2022-11-30
NP03349,Muharraq,4,168,5,2025-02-06
NP03350,Isa Town,5,172,13,2024-12-19
NP03351,Muharraq,4,193,1,2020-11-09
NP03352,Isa Town,4,111,2,2020-02-24
NP03353,Riffa,4,196,1,2020-02-11
NP03354,Isa Town,1,164,9,2022-01-24
NP03355,Isa Town,2,117,41,2025-06-29
NP03356,Manama,1,181,11,2022-10-24
NP03357,Riffa,3,103,33,2023-08-04
NP03358,Riffa,3,155,10,2023-04-13
NP03359,Muharraq,5,120,56,2024-04-19
NP03360,Isa Town,2,141,31,2020-12-05
NP03361,Isa Town,5,65,5,2020-12-21
NP03362,Riffa,3,199,39,2021-04-19
NP03363,Riffa,4,32,18,2023-08-02
NP03364,Riffa,2,126,49,2025-07-30
NP03365,Manama,5,63,46,2025-05-23
NP03366,Isa Town,4,68,53,2023-05-28
NP03367,Isa Town,2,46,45,2021-02-08
NP03368,Isa Town,3,18,44,2021-05-10
NP03369,Isa Town,5,184,45,2022-10-29
NP03370,Muharraq,2,111,15,2023-10-08
NP03371,Riffa,2,81,52,2020-04-05
NP03372,Isa Town,3,114,53,2022-05-13
NP03373,Riffa,4,178,36,2023-12-01
NP03374,Manama,2,40,40,2025-03-15
NP03375,Manama,1,113,1,2024-06-29
NP03376,Riffa,5,100,45,2022-09-17
NP03377,Muharraq,3,108,15,2022-02-11
NP03378,Riffa,1,188,50,2021-12-30
NP03379,Isa Town,2,38,30,2021-06-18
NP03380,Riffa,1,118,3,2023-09-08
NP03381,Muharraq,4,68,19,2021-08-06
NP03382,Manama,2,116,11,2022-01-30
NP03383,Muharraq,5,81,23,2021-09-06
NP03384,Manama,2,110,54,2022-05-20
NP03385,Muharraq,3,185,24,2021-07-26
NP03386,Muharraq,5,162,16,2022-01-22
NP03387,Riffa,5,27,15,2024-01-29
NP03388,Isa Town,2,120,44,2023-03-31
NP03389,Manama,2,14,16,2024-08-29
NP03390,Isa Town,3,120,23,2020-02-15
NP03391,Manama,4,137,52,2023-08-06
NP03392,Manama,3,110,3,2023-06-25
NP03393,Muharraq,5,39,11,2021-02-19
NP03394,Riffa,4,118,58,2020-07-21
NP03395,Isa Town,4,115,14,2024-08-22
NP03396,Muharraq,1,114,21,2025-06-18
NP03397,Manama,4,28,6,2024-02-22
NP03398,Muharraq,5,110,48,2022-04-24
NP03399,Manama,3,104,55,2023-02-23
NP03400,Manama,1,53,46,2025-01-08
NP03401,Muharraq,5,98,7,2021-03-09
NP03402,Isa Town,5,139,10,2024-09-08
NP03403,Manama,2,24,45,2021-06-18
NP03404,Riffa,2,108,34,2020-10-17
NP03405,Muharraq,3,40,55,2025-02-18
NP03406,Riffa,4,183,12,2023-10-06
NP03407,Isa Town,2,119,46,2025-08-05
NP03408,Muharraq,4,167,26,2023-12-30
NP03409,Isa Town,3,42,50,2021-07-22
NP03410,Muharraq,1,139,51,2022-04-30
NP03411,Muharraq,2,52,16,2023-12-17
NP03412,Isa Town,4,92,40,2025-05-22
NP03413,Muharraq,2,98,26,2022-11-08
NP03414,Riffa,5,26,5,2023-06-14
NP03415,Riffa,2,27,24,2020-01-11
NP03416,Isa Town,5,22,10,2025-07-12
NP03417,Isa Town,2,144,20,2020-01-18
NP03418,Muharraq,3,45,49,2021-06-23
NP03419,Isa Town,2,114,25,2020-11-29
NP03420,Manama,5,101,51,2025-01-25
NP03421,Manama,5,93,46,2023-01-17
NP03422,Riffa,3,89,45,2021-01-04
NP03423,Manama,3,104,29,2020-09-25
NP03424,Riffa,3,195,8,2021-04-17
NP03425,Manama,1,46,56,2022-11-26
NP03426,Manama,2,103,13,2022-07-10
NP03427,Isa Town,2,71,16,2023-07-13
NP03428,Riffa,3,76,52,2021-06-07
NP03429,Isa Town,3,14,15,2020-06-26
NP03430,Isa Town,2,161,50,2020-12-19
NP03431,Muharraq,4,184,19,2024-09-14
NP03432,Muharraq,4,64,5,2020-01-30
NP03433,Muharraq,5,140,41,2021-12-07
NP03434,Isa Town,2,156,57,2021-08-30
NP03435,Muharraq,1,199,30,2020-03-07
NP03436,Manama,1,21,37,2022-09-02
NP03437,Isa Town,3,38,6,2021-11-28
NP03438,Isa Town,3,181,42,2023-09-26
NP03439,Muharraq,5,172,40,2020-06-23
NP03440,Manama,4,96,41,2020-08-14
NP03441,Isa Town,2,44,19,2021-06-15
NP03442,Riffa,5,199,55,2023-08-11
NP03443,Muharraq,3,22,39,2022-06-22
NP03444,Riffa,3,187,22,2022-09-29
NP03445,Muharraq,5,178,58,2025-08-28
NP03446,Isa Town,4,178,56,2023-01-25
NP03447,Isa Town,1,84,24,2023-05-23
NP03448,Manama,5,119,24,2020-06-03
NP03449,Riffa,3,28,30,2024-03-09
NP03450,Muharraq,1,196,25,2024-02-03
NP03451,Isa Town,4,100,1,2022-10-26
NP03452,Manama,2,124,58,2023-05-18
NP03453,Muharraq,3,186,39,2020-05-02
NP03454,Isa Town,3,75,58,2025-03-14
NP03455,Muharraq,2,73,46,2023-10-27
NP03456,Muharraq,4,90,5,2022-11-29
NP03457,Riffa,5,10,17,2021-05-26
NP03458,Isa Town,5,180,6,2022-02-26
NP03459,Manama,3,189,50,2024-05-03
NP03460,Manama,2,18,50,2021-01-09
NP03461,Manama,3,183,15,2023-07-10
NP03462,Isa Town,5,115,56,2021-01-05
NP03463,Manama,4,24,49,2022-06-16
NP03464,Manama,3,27,26,2024-07-14
NP03465,Manama,1,19,57,2024-11-08
NP03466,Isa Town,4,197,25,2023-04-19
NP03467,Manama,3,108,5,2024-07-06
NP03468,Isa Town,3,91,26,2022-05-29
NP03469,Muharraq,4,189,11,2021-01-13
NP03470,Isa Town,4,159,31,2022-01-09
NP03471,Manama,1,83,52,2022-05-10
NP03472,Riffa,2,47,38,2023-12-22
NP03473,Isa Town,1,17,55,2024-07-22
NP03474,Muharraq,2,49,22,2024-07-15
NP03475,Riffa,3,68,2,2025-01-07
NP03476,Riffa,3,59,7,2021-01-27
NP03477,Manama,3,102,28,2021-04-19
NP03478,Manama,2,37,16,2021-06-09
NP03479,Manama,1,24,31,2020-05-01
NP03480,Riffa,2,73,51,2020-12-05
NP03481,Manama,4,80,57,2020-04-02
NP03482,Manama,2,176,36,2024-03-16
NP03483,Muharraq,2,186,14,2021-09-06
NP03484,Manama,4,57,2,2021-11-26
NP03485,Riffa,5,147,30,2022-09-08
NP03486,Riffa,1,29,47,2020-06-29
NP03487,Muharraq,5,113,56,2023-06-26
NP03488,Muharraq,2,37,45,2024-09-07
NP03489,Muharraq,2,24,10,2022-04-29
NP03490,Riffa,5,108,45,2022-05-25
NP03491,Manama,5,121,2,2022-09-10
NP03492,Manama,2,48,58,2025-08-25
NP03493,Isa Town,2,173,60,2023-07-20
NP03494,Manama,3,65,32,2023-07-13
NP03495,Riffa,4,194,54,2020-01-20
NP03496,Manama,3,113,56,2020-11-16
NP03497,Riffa,1,88,39,2021-04-10
NP03498,Riffa,2,56,49,2021-03-14
NP03499,Manama,2,75,56,2023-01-03
NP03500,Manama,1,43,45,2021-04-18
NP03501,Isa Town,2,141,26,2024-03-04
NP03502,Riffa,2,150,39,2022-03-10
NP03503,Muharraq,5,26,29,2025-04-16
NP03504,Isa Town,5,71,22,2021-11-28
NP03505,Muharraq,5,45,3,2020-01-25
NP03506,Muharraq,1,71,10,2021-02-21
NP03507,Isa Town,4,126,35,2022-10-04
NP03508,Manama,5,67,18,2020-07-19
NP03509,Riffa,4,49,9,2024-06-24
NP03510,Manama,1,160,30,2025-04-21
NP03511,Manama,4,82,26,2023-12-08
NP03512,Isa Town,3,188,5,2023-10-12
NP03513,Riffa,1,126,54,2024-03-16
NP03514,Riffa,2,126,37,2025-05-03
NP03515,Manama,1,98,29,2021-09-21
NP03516,Riffa,2,85,60,2024-06-02
NP03517,Isa Town,2,13,2,2023-07-16
NP03518,Manama,5,84,56,2022-11-10
NP03519,Isa Town,3,168,36,2020-06-04
NP03520,Riffa,5,55,5,2022-07-22
NP03521,Riffa,2,90,0,2022-10-23
NP03522,Isa Town,1,97,38,2021-07-23
NP03523,Muharraq,3,131,18,2021-05-12
NP03524,Manama,2,146,37,2022-06-08
NP03525,Riffa,3,122,10,2020-07-29
NP03526,Muharraq,1,89,14,2020-02-28
NP03527,Riffa,3,25,9,2025-01-15
NP03528,Manama,1,200,2,2025-01-22
NP03529,Isa Town,4,43,51,2021-02-23
NP03530,Isa Town,1,134,6,2020-11-24
NP03531,Muharraq,5,145,48,2024-12-13
NP03532,Manama,2,17,40,2021-10-07
NP03533,Muharraq,4,74,47,2023-08-05
NP03534,Riffa,2,177,52,2022-07-12
NP03535,Riffa,3,75,15,2022-02-20
NP03536,Riffa,2,182,18,2023-02-25
NP03537,Muharraq,2,63,15,2021-12-03
NP03538,Riffa,4,168,31,2025-02-13
NP03539,Muharraq,2,16,26,2021-01-26
NP03540,Muharraq,2,79,36,2024-09-12
NP03541,Manama,4,97,37,2025-07-10
NP03542,Isa Town,2,61,7,2021-06-03
NP03543,Riffa,4,45,33,2020-01-21
NP03544,Muharraq,1,113,5,2023-04-12
NP03545,Manama,3,142,41,2023-08-09
NP03546,Riffa,1,146,23,2025-01-11
NP03547,Muharraq,4,53,50,2023-06-06
NP03548,Manama,2,138,57,2022-05-26
NP03549,Muharraq,5,98,4,2024-09-03
NP03550,Manama,5,116,5,2025-06-26
NP03551,Manama,1,33,36,2023-10-11
NP03552,Isa Town,3,192,9,2023-06-15
NP03553,Riffa,4,64,55,2022-02-06
NP03554,Muharraq,2,137,40,2024-09-11
NP03555,Manama,1,194,37,2021-02-01
NP03556,Riffa,1,54,2,2022-06-23
NP03557,Muharraq,2,52,40,2023-09-06
NP03558,Riffa,5,11,33,2023-03-24
NP03559,Isa Town,5,24,24,2021-02-05
NP03560,Manama,5,43,26,2024-06-03
NP03561,Isa Town,4,41,48,2022-01-04
NP03562,Muharraq,2,86,26,2025-05-11
NP03563,Riffa,4,59,13,2024-07-03
NP03564,Manama,2,95,58,2022-05-02
NP03565,Isa Town,2,119,19,2022-07-05
NP03566,Riffa,4,155,12,2022-03-02
NP03567,Isa Town,1,185,11,2020-02-28
NP03568,Muharraq,4,191,20,2020-02-11
NP03569,Isa Town,2,153,22,2023-09-22
NP03570,Riffa,3,144,11,2021-06-06
NP03571,Riffa,1,191,12,2023-12-16
NP03572,Manama,5,199,48,2021-10-23
NP03573,Isa Town,2,188,7,2021-05-06
NP03574,Manama,3,178,42,2021-11-10
NP03575,Isa Town,3,79,43,2021-12-29
NP03576,Muharraq,1,53,33,2025-07-28
NP03577,Muharraq,4,96,43,2025-02-06
NP03578,Riffa,5,43,16,2021-06-12
NP03579,Isa Town,3,11,35,2025-04-10
NP03580,Muharraq,4,103,3,2023-05-02
NP03581,Muharraq,2,55,40,2021-08-13
NP03582,Riffa,1,16,44,2022-12-13
NP03583,Muharraq,3,40,48,2023-05-16
NP03584,Riffa,4,127,15,2023-11-27
NP03585,Riffa,4,119,1,2020-10-07
NP03586,Manama,4,127,22,2022-12-04
NP03587,Riffa,1,121,42,2022-05-25
NP03588,Muharraq,5,28,55,2020-01-18
NP03589,Manama,2,19,12,2022-10-26
NP03590,Isa Town,3,181,11,2021-04-23
NP03591,Muharraq,2,166,41,2025-07-07
NP03592,Isa Town,5,29,48,2022-12-04
NP03593,Muharraq,1,81,18,2024-04-07
NP03594,Manama,5,136,0,2022-10-12
NP03595,Muharraq,2,115,29,2024-07-16
NP03596,Riffa,5,194,5,2024-03-04
NP03597,Isa Town,1,94,23,2022-11-02
NP03598,Muharraq,5,193,58,2024-04-24
NP03599,Manama,4,35,4,2021-08-15
NP03600,Muharraq,3,149,0,2023-04-10
NP03601,Isa Town,4,99,51,2021-06-29
NP03602,Manama,3,70,59,2022-05-28
NP03603,Muharraq,2,162,51,2020-04-05
NP03604,Manama,1,73,3,2021-06-23
NP03605,Isa Town,5,118,12,2024-07-18
NP03606,Riffa,1,195,19,2025-09-06
NP03607,Riffa,5,25,42,2020-10-21
NP03608,Isa Town,2,28,13,2024-03-16
NP03609,Muharraq,5,197,36,2025-02-17
NP03610,Isa Town,1,95,50,2022-11-09
NP03611,Muharraq,1,182,7,2023-12-13
NP03612,Isa Town,1,20,5,2022-10-29
NP03613,Manama,1,145,52,2024-03-10
NP03614,Riffa,3,165,57,2022-05-13
NP03615,Manama,5,149,37,2020-07-29
NP03616,Muharraq,1,129,54,2022-10-08
NP03617,Muharraq,3,154,38,2021-03-16
NP03618,Muharraq,5,10,15,2023-12-30
NP03619,Riffa,1,141,47,2021-03-23
NP03620,Riffa,1,134,45,2020-01-31
NP03621,Muharraq,4,188,31,2021-11-03
NP03622,Riffa,3,30,54,2025-02-08
NP03623,Muharraq,5,28,2,2021-07-31
NP03624,Isa Town,4,20,33,2022-03-31
NP03625,Isa Town,2,200,51,2021-05-18
NP03626,Riffa,1,58,24,2022-04-30
NP03627,Isa Town,1,30,48,2020-10-07
NP03628,Isa Town,5,70,13,2022-02-10
NP03629,Muharraq,3,193,51,2024-05-14
NP03630,Manama,2,22,53,2024-06-01
NP03631,Isa Town,4,191,43,2024-01-03
NP03632,Manama,2,134,42,2022-03-15
NP03633,Manama,4,139,15,2020-02-26
NP03634,Muharraq,4,129,22,2021-01-28
NP03635,Manama,1,41,29,2020-01-29
NP03636,Muharraq,5,101,22,2024-09-09
NP03637,Muharraq,2,138,35,2025-08-15
NP03638,Isa Town,5,157,49,2020-08-22
NP03639,Riffa,4,29,29,2021-03-03
NP03640,Riffa,4,187,7,2023-03-23
NP03641,Isa Town,5,168,53,2024-03-17
NP03642,Muharraq,5,44,50,2023-04-21
NP03643,Isa Town,4,118,18,2024-02-11
NP03644,Riffa,5,68,48,2020-08-21
NP03645,Manama,1,43,41,2022-06-03
NP03646,Isa Town,1,26,34,2020-07-30
NP03647,Manama,5,134,56,2023-04-01
NP03648,Riffa,5,10,3,2025-02-26
NP03649,Riffa,1,167,42,2025-04-17
NP03650,Muharraq,5,127,56,2025-04-02
NP03651,Riffa,3,181,60,2023-09-29
NP03652,Manama,5,20,58,2022-06-07
NP03653,Isa Town,5,85,47,2023-05-30
NP03654,Manama,5,85,38,2025-07-08
NP03655,Manama,5,112,41,2022-10-08
NP03656,Isa Town,5,108,14,2020-04-01
NP03657,Manama,5,63,37,2024-03-25
NP03658,Isa Town,4,130,0,2023-08-29
NP03659,Manama,5,191,20,2022-08-04
NP03660,Muharraq,3,19,2,2023-10-27
NP03661,Manama,3,179,24,2021-04-13
NP03662,Muharraq,2,193,54,2025-05-30
NP03663,Isa Town,2,200,5,2024-01-24
NP03664,Isa Town,1,69,18,2022-07-21
NP03665,Riffa,4,123,27,2021-05-11
NP03666,Manama,2,164,59,2021-09-30
NP03667,Manama,5,72,51,2020-09-03
NP03668,Muharraq,1,39,4,2023-04-03
NP03669,Manama,2,61,31,2022-08-29
NP03670,Manama,5,163,29,2023-06-16
NP03671,Muharraq,3,122,56,2021-08-19
NP03672,Isa Town,5,81,58,2023-01-09
NP03673,Riffa,4,92,32,2021-12-03
NP03674,Manama,3,54,39,2022-11-22
NP03675,Isa Town,1,135,22,2021-10-31
NP03676,Manama,3,45,1,2024-11-14
NP03677,Riffa,2,148,36,2022-05-07
NP03678,Muharraq,1,159,56,2023-08-12
NP03679,Manama,3,173,17,2022-04-01
NP03680,Isa Town,3,171,46,2020-04-10
NP03681,Muharraq,4,119,8,2022-12-13
NP03682,Muharraq,1,162,43,2022-03-08
NP03683,Muharraq,4,167,39,2020-01-28
NP03684,Manama,4,126,43,2024-10-01
NP03685,Isa Town,1,120,26,2024-01-16
NP03686,Riffa,1,131,50,2020-07-17
NP03687,Muharraq,2,47,49,2021-12-02
NP03688,Manama,3,192,36,2022-08-08
NP03689,Muharraq,1,54,51,2025-04-18
NP03690,Manama,5,73,0,2021-02-19
NP03691,Riffa,2,12,15,2023-01-28
NP03692,Isa Town,4,27,30,2023-01-02
NP03693,Manama,1,111,27,2021-01-29
NP03694,Riffa,3,106,24,2024-04-15
NP03695,Isa Town,2,99,23,2022-02-13
NP03696,Isa Town,5,177,48,2020-12-28
NP03697,Isa Town,2,71,44,2024-11-15
NP03698,Isa Town,2,185,14,2021-10-30
NP03699,Riffa,1,39,2,2022-09-25
NP03700,Manama,2,131,6,2021-11-03
NP03701,Muharraq,4,170,47,2025-09-13
NP03702,Isa Town,4,94,19,2023-07-30
NP03703,Isa Town,2,189,0,2020-07-08
NP03704,Riffa,3,16,29,2025-04-02
NP03705,Manama,2,157,8,2023-11-13
NP03706,Manama,1,120,44,2021-10-13
NP03707,Muharraq,4,59,43,2021-06-04
NP03708,Isa Town,4,141,43,2021-11-30
NP03709,Riffa,3,128,59,2021-04-17
NP03710,Muharraq,2,88,45,2020-03-21
NP03711,Manama,3,19,32,2021-06-12
NP03712,Muharraq,5,189,5,2025-06-04
NP03713,Riffa,4,185,31,2023-02-17
NP03714,Riffa,3,177,10,2024-08-01
NP03715,Manama,2,94,34,2025-05-06
NP03716,Riffa,4,134,44,2022-05-14
NP03717,Isa Town,4,32,11,2022-05-19
NP03718,Muharraq,2,29,7,2022-07-30
NP03719,Muharraq,3,69,53,2020-10-07
NP03720,Isa Town,4,92,32,2022-07-30
NP03721,Muharraq,3,183,44,2021-07-26
NP03722,Isa Town,4,169,49,2023-06-10
NP03723,Isa Town,5,123,2,2025-01-06
NP03724,Riffa,1,194,60,2025-04-30
NP03725,Riffa,2,145,15,2024-12-29
NP03726,Riffa,2,111,58,2025-07-01
NP03727,Riffa,5,150,7,2023-05-05
NP03728,Manama,4,76,59,2021-11-07
NP03729,Muharraq,5,19,18,2020-09-04
NP03730,Muharraq,1,38,45,2021-11-13
NP03731,Riffa,1,94,56,2023-12-21
NP03732,Manama,1,34,43,2021-09-29
NP03733,Manama,3,166,6,2025-07-24
NP03734,Isa Town,2,24,15,2022-02-06
NP03735,Muharraq,3,108,4,2024-11-17
NP03736,Muharraq,2,192,51,2023-09-19
NP03737,Manama,3,101,47,2020-02-28
NP03738,Muharraq,5,103,30,2022-06-03
NP03739,Manama,3,197,24,2021-12-16
NP03740,Muharraq,5,145,43,2022-04-15
NP03741,Isa Town,2,33,51,2024-10-11
NP03742,Riffa,1,197,10,2025-04-02
NP03743,Muharraq,2,163,9,2025-06-01
NP03744,Isa Town,4,90,17,2023-11-07
NP03745,Isa Town,2,123,26,2021-09-20
NP03746,Muharraq,4,90,59,2021-04-11
NP03747,Riffa,5,170,30,2023-08-15
NP03748,Muharraq,5,65,12,2023-02-28
NP03749,Manama,3,111,40,2020-11-04
NP03750,Manama,1,133,0,2023-10-27
NP03751,Muharraq,3,188,7,2020-06-15
NP03752,Isa Town,2,60,19,2025-02-11
NP03753,Manama,5,115,39,2023-09-29
NP03754,Manama,3,41,41,2021-06-27
NP03755,Riffa,1,64,40,2021-11-01
NP03756,Manama,5,10,9,2020-10-23
NP03757,Muharraq,5,173,41,2024-01-07
NP03758,Manama,5,57,34,2020-05-30
NP03759,Riffa,1,200,55,2022-02-16
NP03760,Riffa,2,141,31,2024-06-28
NP03761,Riffa,5,13,40,2022-03-31
NP03762,Riffa,1,171,29,2023-10-14
NP03763,Riffa,2,166,13,2022-03-03
NP03764,Muharraq,4,182,37,2025-09-03
NP03765,Muharraq,3,43,40,2024-09-19
NP03766,Manama,4,91,32,2025-04-11
NP03767,Manama,4,105,11,2023-06-02
NP03768,Manama,1,58,29,2021-04-07
NP03769,Riffa,4,171,18,2023-08-31
NP03770,Manama,5,143,1,2024-01-29
NP03771,Isa Town,3,175,42,2023-02-03
NP03772,Manama,1,30,5,2023-01-05
NP03773,Riffa,4,13,15,2022-06-05
NP03774,Isa Town,1,122,28,2024-12-15
NP03775,Manama,3,127,57,2020-01-09
NP03776,Manama,3,150,16,2022-02-11
NP03777,Isa Town,2,71,10,2025-06-07
NP03778,Isa Town,3,158,60,2022-10-15
NP03779,Riffa,2,169,60,2020-05-03
NP03780,Muharraq,1,86,48,2023-08-22
NP03781,Riffa,3,123,16,2023-10-08
NP03782,Manama,3,80,38,2022-10-19
NP03783,Manama,5,49,30,2024-12-02
NP03784,Manama,5,200,4,2023-08-16
NP03785,Isa Town,5,107,49,2023-05-28
NP03786,Isa Town,3,81,48,2024-08-09
NP03787,Riffa,2,141,21,2025-04-01
NP03788,Manama,3,178,0,2024-03-10
NP03789,Manama,5,163,13,2025-04-03
NP03790,Riffa,5,80,47,2021-09-21
NP03791,Manama,5,36,28,2024-02-12
NP03792,Muharraq,3,66,60,2024-02-12
NP03793,Riffa,4,31,14,2020-04-14
NP03794,Manama,1,94,42,2025-02-11
NP03795,Isa Town,3,114,55,2022-07-14
NP03796,Isa Town,1,20,32,2020-11-29
NP03797,Isa Town,4,112,32,2023-02-27
NP03798,Riffa,3,87,36,2020-11-25
NP03799,Riffa,5,70,23,2022-07-04
NP03800,Isa Town,1,112,48,2022-04-28
NP03801,Muharraq,5,109,56,2023-02-25
NP03802,Muharraq,2,172,28,2022-07-26
NP03803,Isa Town,3,90,47,2024-06-01
NP03804,Muharraq,4,169,7,2024-03-24
NP03805,Isa Town,2,146,47,2021-12-09
NP03806,Isa Town,2,129,56,2021-12-21
NP03807,Muharraq,4,33,26,2022-04-21
NP03808,Muharraq,2,133,1,2020-02-08
NP03809,Muharraq,2,175,33,2023-02-10
NP03810,Manama,2,144,26,2025-02-19
NP03811,Manama,5,190,53,2024-06-22
NP03812,Riffa,4,129,9,2023-05-17
NP03813,Isa Town,1,189,29,2020-11-13
NP03814,Manama,5,10,21,2023-02-11
NP03815,Muharraq,5,190,22,2023-07-31
NP03816,Isa Town,4,86,58,2022-05-16
NP03817,Muharraq,5,34,57,2021-11-25
NP03818,Manama,3,11,57,2020-10-29
NP03819,Isa Town,3,191,7,2024-04-25
NP03820,Manama,1,114,36,2024-09-16
NP03821,Manama,4,69,52,2023-11-20
NP03822,Riffa,5,194,11,2022-03-17
NP03823,Isa Town,1,28,26,2022-03-29
NP03824,Riffa,4,175,1,2024-01-09
NP03825,Riffa,2,116,42,2020-08-13
NP03826,Riffa,4,77,47,2024-09-28
NP03827,Manama,4,163,46,2022-08-05
NP03828,Isa Town,3,165,8,2020-08-03
NP03829,Isa Town,4,139,24,2024-06-06
NP03830,Muharraq,1,103,13,2024-03-05
NP03831,Isa Town,4,80,33,2023-02-21
NP03832,Riffa,1,118,21,2024-10-17
NP03833,Muharraq,4,195,33,2022-12-16
NP03834,Muharraq,4,36,35,2023-07-21
NP03835,Riffa,1,18,45,2022-06-28
NP03836,Isa Town,5,183,39,2023-11-04
NP03837,Manama,5,179,22,2020-04-30
NP03838,Manama,4,86,43,2022-01-23
NP03839,Isa Town,2,178,25,2022-06-04
NP03840,Riffa,2,96,4,2020-03-06
NP03841,Muharraq,2,73,8,2021-10-22
NP03842,Manama,4,28,45,2021-05-13
NP03843,Riffa,2,25,24,2024-11-05
NP03844,Riffa,4,170,34,2021-06-29
NP03845,Riffa,3,173,19,2023-09-07
NP03846,Isa Town,3,58,42,2021-12-21
NP03847,Muharraq,3,13,57,2022-01-19
NP03848,Muharraq,4,179,49,2022-01-29
NP03849,Muharraq,3,183,35,2020-08-02
NP03850,Riffa,3,68,33,2020-01-16
NP03851,Manama,3,73,60,2023-08-28
NP03852,Isa Town,2,10,14,2024-09-06
NP03853,Riffa,5,36,26,2022-08-12
NP03854,Riffa,1,169,43,2023-08-08
NP03855,Isa Town,5,196,24,2024-12-23
NP03856,Isa Town,4,80,36,2021-12-09
NP03857,Manama,5,190,7,2025-04-10
NP03858,Muharraq,3,165,58,2020-07-03
NP03859,Muharraq,3,189,16,2022-09-10
NP03860,Muharraq,3,188,24,2020-03-28
NP03861,Manama,1,166,53,2020-05-04
NP03862,Riffa,3,60,15,2021-11-16
NP03863,Manama,4,112,27,2020-06-23
NP03864,Manama,4,176,45,2022-07-30
NP03865,Manama,4,17,56,2025-08-22
NP03866,Manama,4,111,24,2024-02-07
NP03867,Muharraq,3,133,29,2023-06-24
NP03868,Riffa,2,48,41,2024-10-27
NP03869,Muharraq,5,129,37,2020-05-06
NP03870,Muharraq,5,177,9,2024-01-04
NP03871,Muharraq,5,133,28,2021-07-22
NP03872,Isa Town,3,107,55,2024-07-15
NP03873,Riffa,1,11,54,2022-12-10
NP03874,Riffa,3,124,52,2024-01-09
NP03875,Muharraq,2,162,12,2024-03-06
NP03876,Muharraq,1,97,26,2022-11-13
NP03877,Muharraq,4,145,2,2020-01-10
NP03878,Muharraq,4,81,12,2021-12-28
NP03879,Isa Town,2,171,19,2020-05-30
NP03880,Riffa,2,151,46,2023-08-02
NP03881,Riffa,1,128,44,2020-04-20
NP03882,Manama,5,78,9,2025-08-24
NP03883,Muharraq,4,179,36,2025-01-11
NP03884,Isa Town,5,195,54,2020-11-12
NP03885,Muharraq,1,102,26,2022-03-16
NP03886,Muharraq,1,14,2,2024-04-04
NP03887,Muharraq,3,118,26,2022-07-23
NP03888,Riffa,1,51,15,2021-07-26
NP03889,Muharraq,1,156,53,2020-01-12
NP03890,Isa Town,2,129,7,2025-08-03
NP03891,Manama,4,40,29,2024-12-14
NP03892,Manama,1,137,60,2022-08-11
NP03893,Isa Town,3,106,40,2022-02-01
NP03894,Riffa,1,63,21,2022-09-07
NP03895,Isa Town,5,119,20,2023-01-11
NP03896,Muharraq,5,42,16,2021-07-24
NP03897,Manama,3,166,17,2020-05-26
NP03898,Isa Town,5,131,31,2023-02-06
NP03899,Riffa,3,45,43,2024-09-19
NP03900,Manama,1,123,8,2020-04-11
NP03901,Isa Town,3,169,12,2024-09-15
NP03902,Isa Town,5,140,53,2020-04-30
NP03903,Riffa,2,69,35,2024-06-13
NP03904,Isa Town,2,151,26,2024-02-22
NP03905,Muharraq,3,45,31,2023-03-02
NP03906,Riffa,1,104,46,2021-07-31
NP03907,Riffa,3,161,60,2020-12-05
NP03908,Riffa,4,136,27,2020-01-31
NP03909,Muharraq,5,38,41,2022-02-05
NP03910,Riffa,4,125,50,2023-08-14
NP03911,Manama,1,110,43,2020-04-05
NP03912,Manama,3,174,14,2021-03-11
NP03913,Muharraq,1,45,26,2020-09-24
NP03914,Manama,3,97,18,2022-12-26
NP03915,Manama,5,132,57,2021-10-14
NP03916,Isa Town,3,169,39,2024-07-25
NP03917,Riffa,2,73,30,2021-09-01
NP03918,Isa Town,2,42,57,2023-08-01
NP03919,Riffa,3,110,56,2021-09-05
NP03920,Riffa,2,59,21,2020-02-04
NP03921,Manama,5,134,48,2023-09-12
NP03922,Riffa,4,157,24,2024-05-03
NP03923,Riffa,3,40,26,2022-09-12
NP03924,Muharraq,3,157,57,2021-10-18
NP03925,Isa Town,3,174,56,2023-12-19
NP03926,Manama,2,79,56,2025-06-23
NP03927,Manama,2,193,38,2024-05-04
NP03928,Muharraq,5,83,38,2021-12-27
NP03929,Isa Town,3,36,45,2024-03-24
NP03930,Riffa,4,86,52,2022-09-18
NP03931,Muharraq,4,97,43,2021-03-19
NP03932,Manama,4,171,18,2025-03-12
NP03933,Manama,2,52,27,2020-08-08
