post_id,platform,sentiment,topic,date
S2020,Twitter,Neutral,Customer Service,2025-08-23
S2021,Twitter,Negative,Network,2025-03-26
S2022,Facebook,Negative,Offer,2024-09-29
S2023,Twitter,Negative,Network,2024-10-20
S2024,Twitter,Neutral,Event,2024-10-16
S2025,Instagram,Positive,Customer Service,2024-10-04
S2026,Twitter,Positive,Customer Service,2025-01-16
S2027,Facebook,Neutral,Event,2025-02-01
S2028,Twitter,Positive,Network,2025-03-01
S2029,Instagram,Negative,Network,2025-07-27
S2030,Instagram,Positive,Event,2025-02-15
S2031,Twitter,Neutral,Event,2025-01-11
S2032,Instagram,Negative,Offer,2025-04-30
S2033,Facebook,Positive,Network,2025-02-25
S2034,Facebook,Neutral,Customer Service,2025-01-23
S2035,Facebook,Neutral,Event,2025-04-16
S2036,Twitter,Positive,Offer,2025-08-02
S2037,Facebook,Negative,Network,2025-07-03
S2038,Twitter,Positive,Offer,2024-12-03
S2039,Twitter,Neutral,Offer,2025-04-30
S2040,Instagram,Negative,Offer,2025-07-27
S2041,Instagram,Positive,Event,2025-01-07
S2042,Twitter,Positive,Event,2025-04-15
S2043,Instagram,Positive,Event,2025-06-05
S2044,Twitter,Neutral,Event,2024-12-23
S2045,Facebook,Negative,Offer,2025-03-10
S2046,Facebook,Negative,Customer Service,2025-04-20
S2047,Twitter,Negative,Network,2024-10-12
S2048,Facebook,Negative,Customer Service,2025-09-03
S2049,Facebook,Positive,Event,2025-07-08
S2050,Twitter,Positive,Offer,2025-06-17
S2051,Facebook,Neutral,Event,2025-06-01
S2052,Instagram,Neutral,Network,2025-04-13
S2053,Facebook,Negative,Customer Service,2025-04-29
S2054,Twitter,Neutral,Event,2025-06-10
S2055,Facebook,Neutral,Network,2025-08-22
S2056,Twitter,Negative,Event,2025-03-24
S2057,Facebook,Neutral,Offer,2025-03-28
S2058,Instagram,Neutral,Network,2025-07-21
S2059,Instagram,Negative,Network,2025-01-05
S2060,Instagram,Neutral,Customer Service,2024-11-30
S2061,Instagram,Neutral,Offer,2024-09-27
S2062,Instagram,Positive,Network,2024-09-13
S2063,Twitter,Neutral,Customer Service,2025-01-05
S2064,Instagram,Neutral,Network,2024-11-29
S2065,Twitter,Positive,Offer,2024-12-17
S2066,Facebook,Neutral,Event,2024-11-28
S2067,Instagram,Negative,Offer,2024-12-17
S2068,Facebook,Neutral,Customer Service,2025-07-08
S2069,Instagram,Neutral,Offer,2024-11-14
S2070,Facebook,Neutral,Event,2025-06-27
S2071,Facebook,Positive,Network,2025-07-19
S2072,Twitter,Positive,Event,2024-09-12
S2073,Facebook,Positive,Customer Service,2024-11-07
S2074,Twitter,Negative,Network,2025-08-26
S2075,Facebook,Negative,Offer,2025-03-02
S2076,Facebook,Negative,Event,2025-01-13
S2077,Facebook,Neutral,Customer Service,2025-02-22
S2078,Instagram,Negative,Network,2024-11-25
S2079,Twitter,Neutral,Customer Service,2025-05-29
S2080,Instagram,Negative,Network,2025-04-25
S2081,Twitter,Positive,Event,2025-07-03
S2082,Twitter,Positive,Event,2025-06-28
S2083,Instagram,Positive,Network,2024-10-14
S2084,Facebook,Negative,Offer,2025-02-14
S2085,Instagram,Neutral,Event,2025-03-24
S2086,Instagram,Negative,Event,2025-01-14
S2087,Twitter,Positive,Customer Service,2024-10-20
S2088,Facebook,Negative,Offer,2025-07-21
S2089,Instagram,Negative,Network,2024-11-02
S2090,Facebook,Negative,Customer Service,2025-09-07
S2091,Instagram,Negative,Event,2024-11-25
S2092,Twitter,Neutral,Customer Service,2024-11-21
S2093,Facebook,Positive,Event,2025-07-05
S2094,Instagram,Positive,Network,2025-03-16
S2095,Facebook,Neutral,Customer Service,2024-10-14
S2096,Instagram,Negative,Event,2025-07-02
S2097,Twitter,Negative,Offer,2024-11-15
S2098,Instagram,Negative,Offer,2025-02-01
S2099,Twitter,Positive,Network,2024-12-03
S2100,Instagram,Positive,Network,2024-12-11
S2101,Facebook,Neutral,Event,2024-09-22
S2102,Facebook,Positive,Customer Service,2025-06-19
S2103,Instagram,Positive,Offer,2024-10-01
S2104,Instagram,Neutral,Network,2025-08-24
S2105,Facebook,Neutral,Event,2025-08-13
S2106,Instagram,Positive,Customer Service,2025-04-02
S2107,Twitter,Neutral,Event,2025-09-03
S2108,Instagram,Positive,Event,2025-07-06
S2109,Instagram,Neutral,Network,2025-09-08
S2110,Instagram,Neutral,Network,2024-09-16
S2111,Facebook,Neutral,Customer Service,2025-08-03
S2112,Twitter,Negative,Event,2025-03-19
S2113,Facebook,Positive,Event,2025-02-16
S2114,Facebook,Neutral,Customer Service,2025-05-24
S2115,Twitter,Neutral,Customer Service,2024-10-21
S2116,Facebook,Positive,Offer,2025-06-21
S2117,Instagram,Positive,Offer,2025-03-14
S2118,Instagram,Neutral,Event,2024-12-31
S2119,Facebook,Neutral,Network,2025-05-26
S2120,Twitter,Positive,Network,2024-12-05
S2121,Facebook,Positive,Event,2025-02-04
S2122,Twitter,Neutral,Network,2025-01-06
S2123,Facebook,Negative,Event,2025-07-12
S2124,Twitter,Neutral,Customer Service,2025-02-28
S2125,Facebook,Neutral,Network,2025-03-08
S2126,Twitter,Negative,Event,2024-10-15
S2127,Twitter,Positive,Customer Service,2024-10-30
S2128,Twitter,Positive,Customer Service,2024-10-21
S2129,Twitter,Neutral,Customer Service,2025-02-07
S2130,Facebook,Negative,Event,2024-10-20
S2131,Twitter,Positive,Network,2025-04-06
S2132,Facebook,Positive,Network,2025-08-07
S2133,Facebook,Positive,Network,2025-08-31
S2134,Facebook,Negative,Offer,2025-07-20
S2135,Instagram,Positive,Event,2025-07-28
S2136,Facebook,Negative,Offer,2025-09-12
S2137,Instagram,Negative,Event,2025-08-07
S2138,Facebook,Neutral,Event,2025-09-03
S2139,Facebook,Neutral,Offer,2025-08-12
S2140,Twitter,Negative,Offer,2024-10-29
S2141,Facebook,Negative,Offer,2025-01-12
S2142,Facebook,Neutral,Network,2025-08-19
S2143,Facebook,Neutral,Network,2025-03-08
S2144,Twitter,Negative,Offer,2025-07-12
S2145,Facebook,Positive,Event,2025-02-24
S2146,Instagram,Negative,Event,2024-10-08
S2147,Twitter,Neutral,Customer Service,2025-02-24
S2148,Instagram,Negative,Network,2024-09-14
S2149,Facebook,Positive,Network,2025-02-03
S2150,Instagram,Negative,Event,2025-02-09
S2151,Facebook,Negative,Customer Service,2025-05-05
S2152,Instagram,Positive,Network,2024-12-21
S2153,Instagram,Neutral,Customer Service,2025-09-10
S2154,Facebook,Negative,Offer,2025-07-13
S2155,Instagram,Negative,Network,2024-10-18
S2156,Twitter,Positive,Customer Service,2025-03-03
S2157,Twitter,Negative,Event,2024-12-07
S2158,Twitter,Positive,Network,2025-07-29
S2159,Twitter,Negative,Network,2025-07-16
S2160,Facebook,Positive,Customer Service,2025-02-15
S2161,Instagram,Neutral,Offer,2025-04-08
S2162,Facebook,Neutral,Event,2024-11-21
S2163,Twitter,Neutral,Customer Service,2025-03-01
S2164,Facebook,Neutral,Customer Service,2025-09-04
S2165,Twitter,Positive,Offer,2025-01-15
S2166,Facebook,Neutral,Event,2025-01-06
S2167,Twitter,Positive,Network,2025-02-21
S2168,Facebook,Neutral,Customer Service,2025-01-29
S2169,Twitter,Negative,Event,2025-04-13
S2170,Instagram,Neutral,Network,2025-04-08
S2171,Facebook,Negative,Offer,2025-05-24
S2172,Facebook,Positive,Offer,2025-06-01
S2173,Instagram,Neutral,Customer Service,2025-07-05
S2174,Facebook,Negative,Customer Service,2024-12-01
S2175,Facebook,Positive,Event,2025-07-12
S2176,Facebook,Neutral,Network,2025-01-26
S2177,Twitter,Negative,Offer,2025-02-01
S2178,Twitter,Negative,Network,2025-08-07
S2179,Instagram,Neutral,Event,2024-09-24
S2180,Facebook,Positive,Network,2025-06-04
S2181,Twitter,Negative,Offer,2025-09-03
S2182,Facebook,Positive,Event,2025-05-08
S2183,Instagram,Positive,Event,2025-05-10
S2184,Twitter,Negative,Network,2025-06-09
S2185,Facebook,Positive,Network,2024-09-23
S2186,Twitter,Negative,Event,2024-12-18
S2187,Instagram,Neutral,Customer Service,2025-06-04
S2188,Twitter,Negative,Customer Service,2025-07-31
S2189,Instagram,Negative,Customer Service,2025-01-19
S2190,Instagram,Neutral,Offer,2025-05-06
S2191,Instagram,Negative,Offer,2024-10-04
S2192,Facebook,Positive,Offer,2025-02-20
S2193,Facebook,Neutral,Network,2025-05-06
S2194,Twitter,Positive,Offer,2024-10-10
S2195,Facebook,Positive,Customer Service,2025-05-05
S2196,Twitter,Positive,Event,2025-06-19
S2197,Twitter,Neutral,Customer Service,2025-04-27
S2198,Twitter,Negative,Offer,2025-08-24
S2199,Facebook,Negative,Event,2025-06-05
S2200,Facebook,Negative,Offer,2025-05-01
S2201,Instagram,Neutral,Customer Service,2024-12-02
S2202,Twitter,Negative,Customer Service,2024-12-02
S2203,Facebook,Negative,Network,2025-05-08
S2204,Facebook,Neutral,Event,2025-03-09
S2205,Instagram,Neutral,Network,2025-03-10
S2206,Twitter,Positive,Offer,2025-01-13
S2207,Twitter,Negative,Offer,2025-04-16
S2208,Facebook,Positive,Customer Service,2024-10-09
S2209,Twitter,Positive,Customer Service,2024-10-15
S2210,Twitter,Negative,Event,2025-05-03
S2211,Twitter,Positive,Offer,2025-05-05
S2212,Twitter,Positive,Offer,2025-09-04
S2213,Facebook,Positive,Event,2025-01-16
S2214,Twitter,Negative,Customer Service,2025-05-20
S2215,Instagram,Positive,Offer,2025-07-23
S2216,Facebook,Neutral,Offer,2024-12-05
S2217,Twitter,Neutral,Offer,2025-06-23
S2218,Twitter,Negative,Customer Service,2025-06-22
S2219,Instagram,Positive,Network,2024-10-15
S2220,Instagram,Neutral,Customer Service,2024-10-28
S2221,Twitter,Neutral,Offer,2025-06-15
S2222,Facebook,Neutral,Offer,2025-05-20
S2223,Facebook,Negative,Offer,2025-04-12
S2224,Facebook,Negative,Event,2025-09-02
S2225,Twitter,Positive,Customer Service,2025-08-07
S2226,Facebook,Positive,Customer Service,2024-09-18
S2227,Instagram,Neutral,Network,2024-11-18
S2228,Instagram,Neutral,Network,2025-06-08
S2229,Twitter,Positive,Offer,2025-03-17
S2230,Facebook,Negative,Customer Service,2025-01-07
S2231,Instagram,Negative,Offer,2025-05-24
S2232,Instagram,Positive,Event,2025-02-08
S2233,Instagram,Neutral,Network,2024-10-01
S2234,Twitter,Neutral,Event,2025-07-12
S2235,Facebook,Positive,Network,2025-08-10
S2236,Twitter,Positive,Customer Service,2024-09-21
S2237,Facebook,Negative,Customer Service,2025-08-18
S2238,Twitter,Neutral,Event,2025-03-26
S2239,Facebook,Neutral,Network,2025-01-18
S2240,Facebook,Negative,Customer Service,2024-10-12
S2241,Facebook,Negative,Customer Service,2025-03-22
S2242,Facebook,Neutral,Customer Service,2024-12-17
S2243,Facebook,Negative,Event,2024-11-24
S2244,Instagram,Positive,Event,2025-07-07
S2245,Instagram,Positive,Customer Service,2024-11-25
S2246,Twitter,Positive,Event,2024-12-12
S2247,Twitter,Neutral,Network,2025-02-18
S2248,Facebook,Neutral,Offer,2024-10-04
S2249,Twitter,Positive,Event,2025-09-11
S2250,Twitter,Negative,Offer,2025-03-22
S2251,Facebook,Neutral,Network,2025-02-21
S2252,Instagram,Negative,Offer,2025-04-30
S2253,Facebook,Negative,Event,2025-06-16
S2254,Instagram,Positive,Event,2025-08-15
S2255,Twitter,Positive,Network,2024-12-25
S2256,Instagram,Positive,Event,2024-11-04
S2257,Instagram,Positive,Customer Service,2025-08-08
S2258,Instagram,Positive,Network,2024-12-16
S2259,Facebook,Neutral,Customer Service,2025-05-27
S2260,Instagram,Positive,Event,2025-02-28
S2261,Instagram,Negative,Event,2024-11-03
S2262,Twitter,Negative,Network,2025-07-02
S2263,Facebook,Positive,Network,2025-03-10
S2264,Facebook,Neutral,Offer,2024-12-27
S2265,Twitter,Negative,Customer Service,2024-09-19
S2266,Instagram,Neutral,Offer,2025-02-07
S2267,Facebook,Neutral,Event,2025-03-13
S2268,Twitter,Positive,Customer Service,2024-10-29
S2269,Instagram,Negative,Offer,2025-05-04
S2270,Facebook,Positive,Event,2024-11-02
S2271,Facebook,Neutral,Customer Service,2025-03-24
S2272,Instagram,Negative,Event,2025-06-05
S2273,Facebook,Neutral,Offer,2025-03-22
S2274,Facebook,Negative,Event,2024-09-20
S2275,Twitter,Positive,Event,2025-06-02
S2276,Twitter,Positive,Network,2025-05-03
S2277,Twitter,Neutral,Customer Service,2025-04-13
S2278,Facebook,Neutral,Event,2025-01-12
S2279,Facebook,Positive,Customer Service,2025-02-12
S2280,Instagram,Neutral,Event,2024-11-12
S2281,Twitter,Neutral,Network,2025-05-29
S2282,Instagram,Negative,Customer Service,2024-09-26
S2283,Facebook,Negative,Network,2025-01-04
S2284,Instagram,Negative,Offer,2024-12-17
S2285,Instagram,Positive,Network,2025-06-28
S2286,Instagram,Positive,Customer Service,2025-01-28
S2287,Instagram,Neutral,Customer Service,2025-02-19
S2288,Twitter,Neutral,Network,2025-08-09
S2289,Twitter,Positive,Network,2024-12-02
S2290,Instagram,Positive,Offer,2025-07-24
S2291,Twitter,Positive,Network,2024-11-19
S2292,Instagram,Neutral,Customer Service,2025-03-21
S2293,Twitter,Negative,Event,2024-10-29
S2294,Instagram,Neutral,Customer Service,2025-06-20
S2295,Facebook,Positive,Event,2025-07-16
S2296,Twitter,Neutral,Network,2025-08-11
S2297,Facebook,Neutral,Event,2025-02-02
S2298,Facebook,Positive,Offer,2025-02-06
S2299,Facebook,Neutral,Customer Service,2024-12-18
S2300,Instagram,Positive,Event,2024-12-14
S2301,Twitter,Neutral,Event,2024-10-20
S2302,Instagram,Negative,Offer,2025-02-20
S2303,Instagram,Negative,Customer Service,2025-07-26
S2304,Instagram,Neutral,Network,2024-12-13
S2305,Facebook,Neutral,Offer,2025-08-14
S2306,Instagram,Negative,Network,2025-03-02
S2307,Twitter,Positive,Offer,2025-01-14
S2308,Twitter,Positive,Event,2024-11-17
S2309,Facebook,Neutral,Offer,2025-06-20
S2310,Instagram,Positive,Network,2025-01-01
S2311,Twitter,Positive,Customer Service,2025-07-18
S2312,Twitter,Positive,Event,2025-02-05
S2313,Facebook,Positive,Network,2025-07-01
S2314,Instagram,Negative,Event,2025-08-22
S2315,Twitter,Positive,Event,2024-10-24
S2316,Facebook,Neutral,Offer,2025-04-16
S2317,Twitter,Positive,Offer,2024-10-06
S2318,Facebook,Neutral,Offer,2025-01-25
S2319,Facebook,Negative,Network,2025-02-27
S2320,Instagram,Neutral,Customer Service,2024-12-11
S2321,Twitter,Negative,Customer Service,2025-05-21
S2322,Facebook,Positive,Offer,2024-11-03
S2323,Twitter,Negative,Customer Service,2025-04-02
S2324,Facebook,Neutral,Customer Service,2025-01-09
S2325,Twitter,Positive,Offer,2025-05-05
S2326,Instagram,Neutral,Network,2024-09-22
S2327,Instagram,Neutral,Customer Service,2025-04-29
S2328,Instagram,Neutral,Event,2025-01-09
S2329,Instagram,Positive,Event,2025-04-28
S2330,Twitter,Neutral,Network,2025-01-19
S2331,Facebook,Positive,Customer Service,2025-08-01
S2332,Instagram,Positive,Offer,2024-12-16
S2333,Twitter,Positive,Network,2025-01-11
S2334,Instagram,Negative,Customer Service,2025-03-23
S2335,Facebook,Positive,Network,2024-09-27
S2336,Twitter,Negative,Event,2025-02-11
S2337,Facebook,Neutral,Customer Service,2025-01-04
S2338,Twitter,Neutral,Event,2025-02-27
S2339,Facebook,Neutral,Event,2024-12-30
S2340,Twitter,Neutral,Customer Service,2024-12-03
S2341,Instagram,Positive,Customer Service,2025-05-13
S2342,Facebook,Positive,Network,2024-10-25
S2343,Facebook,Positive,Offer,2025-02-25
S2344,Twitter,Positive,Customer Service,2024-09-29
S2345,Twitter,Neutral,Offer,2025-03-27
S2346,Twitter,Positive,Event,2024-12-06
S2347,Instagram,Positive,Network,2025-01-18
S2348,Twitter,Positive,Network,2024-12-25
S2349,Twitter,Neutral,Offer,2024-11-15
S2350,Instagram,Positive,Offer,2025-08-13
S2351,Instagram,Negative,Network,2025-06-24
S2352,Instagram,Neutral,Network,2025-08-14
S2353,Facebook,Negative,Event,2025-01-22
S2354,Twitter,Positive,Offer,2024-12-26
S2355,Instagram,Neutral,Network,2025-08-26
S2356,Facebook,Neutral,Offer,2025-06-16
S2357,Instagram,Neutral,Customer Service,2025-03-27
S2358,Facebook,Neutral,Offer,2025-01-31
S2359,Facebook,Negative,Event,2024-09-17
S2360,Facebook,Positive,Event,2024-11-20
S2361,Twitter,Positive,Network,2025-01-23
S2362,Facebook,Neutral,Network,2024-12-11
S2363,Instagram,Positive,Customer Service,2024-10-21
S2364,Facebook,Positive,Event,2025-02-14
S2365,Instagram,Negative,Event,2025-07-12
S2366,Instagram,Positive,Network,2025-01-03
S2367,Twitter,Neutral,Event,2024-10-21
S2368,Instagram,Negative,Network,2024-12-16
S2369,Facebook,Positive,Offer,2024-10-19
S2370,Facebook,Positive,Customer Service,2025-06-19
S2371,Twitter,Neutral,Network,2025-05-10
S2372,Instagram,Negative,Network,2024-09-23
S2373,Instagram,Positive,Offer,2024-10-18
S2374,Facebook,Neutral,Event,2025-05-16
S2375,Facebook,Positive,Event,2025-02-28
S2376,Facebook,Negative,Offer,2024-12-02
S2377,Twitter,Positive,Event,2025-05-04
S2378,Twitter,Positive,Network,2025-05-19
S2379,Facebook,Positive,Network,2024-10-11
S2380,Instagram,Negative,Event,2024-11-13
S2381,Facebook,Negative,Customer Service,2025-04-11
S2382,Instagram,Positive,Event,2025-07-08
S2383,Facebook,Negative,Offer,2024-12-07
S2384,Facebook,Negative,Offer,2025-07-03
S2385,Facebook,Neutral,Offer,2025-03-21
S2386,Instagram,Positive,Network,2024-12-24
S2387,Twitter,Positive,Network,2025-09-06
S2388,Twitter,Negative,Offer,2025-05-29
S2389,Twitter,Negative,Customer Service,2025-05-16
S2390,Instagram,Neutral,Event,2024-10-31
S2391,Instagram,Negative,Event,2025-03-04
S2392,Facebook,Negative,Customer Service,2024-10-31
S2393,Instagram,Neutral,Customer Service,2025-02-20
S2394,Facebook,Positive,Network,2025-03-10
S2395,Instagram,Positive,Offer,2024-10-20
S2396,Twitter,Neutral,Customer Service,2025-01-07
S2397,Instagram,Negative,Customer Service,2025-05-06
S2398,Facebook,Neutral,Customer Service,2025-09-11
S2399,Facebook,Positive,Event,2024-11-22
S2400,Instagram,Positive,Network,2025-07-14
S2401,Facebook,Negative,Network,2024-09-13
S2402,Twitter,Negative,Network,2025-04-16
S2403,Twitter,Negative,Offer,2025-05-19
S2404,Instagram,Positive,Network,2024-12-24
S2405,Facebook,Positive,Event,2025-03-09
S2406,Instagram,Neutral,Network,2025-08-11
S2407,Twitter,Negative,Network,2024-12-13
S2408,Facebook,Positive,Customer Service,2025-08-11
S2409,Twitter,Negative,Network,2024-09-12
S2410,Twitter,Positive,Network,2024-11-21
S2411,Twitter,Neutral,Event,2025-06-29
S2412,Facebook,Neutral,Event,2025-09-02
S2413,Instagram,Negative,Customer Service,2025-06-15
S2414,Twitter,Positive,Event,2025-04-17
S2415,Twitter,Negative,Event,2024-11-09
S2416,Twitter,Positive,Event,2025-04-07
S2417,Twitter,Neutral,Offer,2024-09-28
S2418,Facebook,Neutral,Network,2025-02-06
S2419,Instagram,Negative,Offer,2025-07-12
S2420,Facebook,Neutral,Event,2025-04-21
S2421,Instagram,Negative,Network,2025-06-18
S2422,Twitter,Negative,Network,2025-01-09
S2423,Twitter,Positive,Offer,2025-06-13
S2424,Instagram,Negative,Customer Service,2024-09-24
S2425,Facebook,Positive,Network,2025-05-24
S2426,Facebook,Neutral,Network,2024-12-10
S2427,Twitter,Negative,Event,2025-02-13
S2428,Instagram,Negative,Network,2025-01-07
S2429,Twitter,Negative,Customer Service,2025-07-09
S2430,Twitter,Positive,Event,2025-05-04
S2431,Twitter,Neutral,Offer,2025-04-03
S2432,Instagram,Negative,Offer,2025-08-31
S2433,Twitter,Neutral,Network,2025-03-23
S2434,Instagram,Positive,Customer Service,2025-08-17
S2435,Instagram,Neutral,Offer,2024-12-08
S2436,Twitter,Positive,Customer Service,2025-07-30
S2437,Facebook,Neutral,Offer,2025-01-07
S2438,Facebook,Neutral,Customer Service,2024-11-16
S2439,Facebook,Positive,Event,2025-02-10
S2440,Facebook,Neutral,Offer,2025-09-08
S2441,Instagram,Negative,Event,2025-04-02
S2442,Instagram,Neutral,Event,2025-01-23
S2443,Instagram,Neutral,Event,2025-03-30
S2444,Instagram,Neutral,Network,2025-05-14
S2445,Twitter,Neutral,Customer Service,2024-10-25
S2446,Twitter,Negative,Event,2025-03-23
S2447,Facebook,Negative,Customer Service,2025-04-01
S2448,Twitter,Negative,Network,2024-09-16
S2449,Instagram,Negative,Offer,2025-05-25
S2450,Facebook,Positive,Network,2024-09-12
S2451,Twitter,Negative,Event,2025-01-11
S2452,Instagram,Negative,Customer Service,2024-11-22
S2453,Facebook,Neutral,Network,2025-03-27
S2454,Instagram,Neutral,Network,2025-03-30
S2455,Instagram,Positive,Event,2025-02-04
S2456,Twitter,Negative,Offer,2025-03-22
S2457,Instagram,Positive,Offer,2025-03-06
S2458,Facebook,Positive,Network,2024-11-09
S2459,Facebook,Neutral,Offer,2025-06-04
S2460,Instagram,Positive,Offer,2025-07-19
S2461,Twitter,Positive,Offer,2024-11-07
S2462,Facebook,Negative,Event,2025-08-10
S2463,Facebook,Positive,Event,2025-09-12
S2464,Instagram,Positive,Offer,2024-09-15
S2465,Facebook,Positive,Customer Service,2024-10-07
S2466,Twitter,Positive,Event,2025-09-07
S2467,Twitter,Neutral,Event,2025-03-29
S2468,Facebook,Neutral,Network,2025-08-07
S2469,Twitter,Neutral,Event,2025-02-14
S2470,Instagram,Positive,Customer Service,2025-06-09
S2471,Facebook,Neutral,Customer Service,2025-08-21
S2472,Facebook,Positive,Event,2024-11-26
S2473,Twitter,Positive,Event,2025-05-28
